find_name	find_taxid	find_taxrank
Ralstonia pseudosolanacearum	1310165	species
Ralstonia pseudosolanacearum	1310165	species
Ralstonia pseudosolanacearum	1310165	species
Ralstonia pseudosolanacearum	1310165	species
Ralstonia pseudosolanacearum	1310165	species
Ralstonia pseudosolanacearum	1310165	species
Ralstonia	48736	genus
Ralstonia pseudosolanacearum	1310165	species
Ralstonia pseudosolanacearum	1310165	species
Ralstonia pseudosolanacearum	1310165	species
Ralstonia pseudosolanacearum	1310165	species
Ralstonia pseudosolanacearum	1310165	species
Ralstonia	48736	genus
Ralstonia pseudosolanacearum	1310165	species
Ralstonia pickettii	329	species
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia pseudosolanacearum	1310165	species
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia solanacearum UW551	342110	strain
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia	48736	genus
Ralstonia pseudosolanacearum	1310165	species
Ralstonia	48736	genus
Ralstonia	48736	genus
Raoultella ornithinolytica	54291	species
Raoultella sp.	1873496	species
Rheinheimera	67575	genus
Rheinheimera	67575	genus
Rheinheimera	67575	genus
Rheinheimera	67575	genus
Rheinheimera	67575	genus
Sinorhizobium meliloti	382	species
Rhizobium etli	29449	species
Rhizobium etli	29449	species
Rhizobium etli	29449	species
Rhizobium etli	29449	species
Rhizobium etli	29449	species
Rhizobium etli	29449	species
Rhizobium etli	29449	species
Rhizobium etli	29449	species
Rhizobium etli	29449	species
Rhizobium etli CFN 42	347834	strain
Agrobacterium tumefaciens	358	species
Agrobacterium tumefaciens	358	species
Rhizobium gallicum	56730	species
Rhizobium leguminosarum	384	species
Rhizobium leguminosarum	384	species
Rhizobium leguminosarum	384	species
Rhodobacter sp.	1062	species
Rhodobacter capsulatus	1061	species
Rhodobacter capsulatus SB 1003	272942	strain
Rhodobacter capsulatus	1061	species
Rhodobacter capsulatus SB 1003	272942	strain
Rhodobacter capsulatus YW1	1414586	strain
Rhodobacter capsulatus YW1	1414586	strain
Rhodobacter capsulatus YW1	1414586	strain
Rhodobacter capsulatus YW1	1414586	strain
Rhodococcus erythropolis	1833	species
Rhodococcus hoagii	43767	species
Rhodococcus erythropolis	1833	species
Rhodococcus erythropolis	1833	species
Rhodococcus erythropolis	1833	species
Rhodococcus hoagii	43767	species
Rhodococcus hoagii	43767	species
Rhodococcus hoagii	43767	species
Rhodococcus hoagii	43767	species
Rhodococcus hoagii	43767	species
Rhodococcus hoagii	43767	species
Rhodococcus hoagii	43767	species
Rhodococcus erythropolis	1833	species
Rhodococcus	1827	genus
Rhodococcus erythropolis	1833	species
Rhodococcus erythropolis	1833	species
Rhodococcus opacus	37919	species
Rhodococcus erythropolis	1833	species
Rhodococcus erythropolis	1833	species
Rhodococcus erythropolis	1833	species
Rhodococcus globerulus	33008	species
Rhodoferax	28065	genus
Rhodothermus marinus	29549	species
Rhodovulum sp.	34009	species
Rhodovulum sp. P5	1564506	species
Riemerella anatipestifer	34085	species
Roseobacter denitrificans	2434	species
Roseobacter denitrificans OCh 114	375451	strain
Roseobacter denitrificans	2434	species
Roseobacter denitrificans OCh 114	375451	strain
Roseobacter denitrificans	2434	species
Roseobacter denitrificans OCh 114	375451	strain
Roseobacter	2433	genus
Roseovarius nubinhibens	314263	species
Ruegeria pomeroyi DSS-3	246200	strain
Ruegeria pomeroyi DSS-3	246200	strain
Ruegeria pomeroyi DSS-3	246200	strain
Ruegeria pomeroyi DSS-3	246200	strain
Ruegeria pomeroyi DSS-3	246200	strain
Ruegeria pomeroyi DSS-3	246200	strain
Ruegeria pomeroyi DSS-3	246200	strain
Saccharomonospora	1851	genus
Halomonadaceae	28256	family
Salinibacter ruber	146919	species
Salinibacter ruber	146919	species
Salinibacter ruber M8	761659	strain
Salinibacter ruber M8	761659	strain
Salinibacter ruber M8	761659	strain
Salinivibrio costicola	51367	species
Salinivibrio	51366	genus
Rhodothermales	1853224	order
Salmonella enterica subsp. enterica	59201	subspecies
Salmonella	590	genus
Salmonella enterica subsp. enterica	59201	subspecies
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica	59201	subspecies
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Gallinarum	594	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Gallinarum	594	no rank
Salmonella enterica subsp. enterica serovar Typhi	90370	no rank
Salmonella enterica subsp. enterica serovar Typhi	90370	no rank
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Newport	108619	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica	59201	subspecies
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Heidelberg	611	no rank
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Anatum	58712	no rank
Salmonella enterica subsp. enterica serovar Anatum	58712	no rank
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	99287	strain
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Cerro	340188	no rank
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Dublin	98360	no rank
Salmonella enterica subsp. enterica serovar Dublin	98360	no rank
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Newport	108619	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Anatum	58712	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Escherichia coli	562	species
Klebsiella pneumoniae	573	species
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella	590	genus
Salmonella enterica subsp. enterica serovar Gallinarum	594	no rank
Salmonella enterica subsp. enterica serovar Choleraesuis	119912	no rank
Salmonella enterica subsp. enterica	59201	subspecies
Salmonella enterica subsp. enterica serovar Paratyphi A	54388	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Kentucky	192955	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Newport	108619	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella	590	genus
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Heidelberg	611	no rank
Salmonella enterica subsp. enterica serovar Oranienburg	28147	no rank
Salmonella enterica subsp. enterica serovar Virchow	48409	no rank
Salmonella enterica subsp. enterica serovar Weltevreden	57743	no rank
Salmonella enterica subsp. enterica serovar Anatum	58712	no rank
Salmonella enterica subsp. enterica serovar Saintpaul	90105	no rank
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	99287	strain
Salmonella enterica subsp. enterica serovar Newport	108619	no rank
Salmonella enterica subsp. enterica serovar Montevideo	115981	no rank
Salmonella enterica subsp. enterica serovar Kentucky	192955	no rank
Salmonella enterica subsp. enterica serovar Poona	436295	no rank
Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	588858	no rank
Salmonella enterica subsp. enterica serovar Corvallis	593905	no rank
Salmonella enterica subsp. enterica	59201	subspecies
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Gallinarum	594	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica	59201	subspecies
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica	59201	subspecies
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica	59201	subspecies
Salmonella enterica subsp. enterica	59201	subspecies
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella	590	genus
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica	28901	species
Salmonella	590	genus
Salmonella	590	genus
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella	590	genus
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Newport	108619	no rank
Salmonella enterica	28901	species
Salmonella enterica subsp. salamae	59202	subspecies
Salmonella enterica	28901	species
Salmonella enterica subsp. diarizonae	59204	subspecies
Salmonella enterica subsp. diarizonae	59204	subspecies
Salmonella enterica subsp. salamae	59202	subspecies
Salmonella enterica	28901	species
Salmonella enterica subsp. salamae	59202	subspecies
Salmonella enterica subsp. salamae	59202	subspecies
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Heidelberg	611	no rank
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella	590	genus
Salmonella enterica subsp. enterica serovar Gallinarum	594	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Hadar	149385	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Infantis	595	no rank
Salmonella	590	genus
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	99287	strain
Salmonella enterica subsp. enterica serovar Indiana	286783	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Pullorum	605	no rank
Salmonella	590	genus
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	99287	strain
Salmonella	590	genus
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella	590	genus
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	99287	strain
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Kentucky	192955	no rank
Salmonella	590	genus
Salmonella enterica subsp. enterica serovar Gallinarum	594	no rank
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	99287	strain
Salmonella enterica subsp. enterica serovar Brandenburg	149387	no rank
Salmonella enterica subsp. enterica	59201	subspecies
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Albany	211968	no rank
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella	590	genus
Salmonella enterica subsp. enterica serovar Kentucky	192955	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Typhi	90370	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Newport	108619	no rank
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella	590	genus
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Typhi	90370	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Pullorum	605	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica	28901	species
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	99287	strain
Salmonella enterica subsp. enterica serovar Dublin	98360	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica	28901	species
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Escherichia coli	562	species
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella	590	genus
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Salmonella enterica subsp. enterica serovar Typhi	90370	no rank
Salmonella enterica subsp. enterica serovar Enteritidis	149539	no rank
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Serratia	613	genus
Serratia	613	genus
Serratia sp. ATCC 39006	104623	species
Serratia	613	genus
Serratia sp. ATCC 39006	104623	species
Klebsiella pneumoniae	573	species
Serratia	613	genus
Serratia	613	genus
Serratia	613	genus
Serratia	613	genus
Serratia	613	genus
Serratia sp.	616	species
Serratia sp. ATCC 39006	104623	species
Serratia	613	genus
Serratia	613	genus
Serratia rubidaea	61652	species
Serratia	613	genus
Serratia	613	genus
Serratia sp. ATCC 39006	104623	species
Shewanella putrefaciens	24	species
Shewanella putrefaciens	24	species
Shewanella sp.	50422	species
Shewanella sp. 4	1386772	species
Shewanella sp.	50422	species
Shewanella	22	genus
Shewanella sp.	50422	species
Shewanella	22	genus
Shewanella sp.	50422	species
Shewanella	22	genus
Shewanella sp.	50422	species
Shewanella	22	genus
Shigella sonnei	624	species
Shigella boydii	621	species
Shigella flexneri	623	species
Escherichia coli BL21	511693	strain
Shigella flexneri	623	species
Shigella sonnei	624	species
Escherichia coli	562	species
Escherichia coli	562	species
Shigella sp.	625	species
Shigella boydii	621	species
Shigella sonnei	624	species
Shigella flexneri 2a	42897	serotype
Shigella boydii	621	species
Shigella flexneri	623	species
Shigella flexneri	623	species
Shigella sonnei	624	species
Shigella dysenteriae	622	species
Escherichia coli B	37762	strain
Shigella flexneri	623	species
Shigella flexneri	623	species
Escherichia coli B	37762	strain
Shigella flexneri	623	species
Shigella flexneri	623	species
Shigella boydii	621	species
Shigella flexneri	623	species
Shigella flexneri	623	species
Shigella sonnei	624	species
Escherichia coli K-12	83333	strain
Shigella boydii	621	species
Shigella dysenteriae	622	species
Shigella flexneri	623	species
Shigella sonnei	624	species
Shigella boydii	621	species
Shigella dysenteriae	622	species
Shigella flexneri	623	species
Shigella flexneri	623	species
Shigella flexneri	623	species
Shigella flexneri	623	species
Shigella sp.	625	species
Shigella flexneri	623	species
Shigella flexneri	623	species
Shigella flexneri	623	species
Shigella flexneri	623	species
Shigella sp.	625	species
Shigella sp.	625	species
Shigella sonnei	624	species
Shigella flexneri	623	species
Shigella flexneri	623	species
Shigella sonnei	624	species
Shigella sonnei	624	species
Shigella sonnei	624	species
Shigella sonnei	624	species
Shigella sonnei	624	species
Shigella sonnei	624	species
Shigella sonnei	624	species
Shigella flexneri	623	species
Shigella flexneri	623	species
Shigella sonnei	624	species
Shigella sonnei	624	species
Shigella dysenteriae	622	species
Shigella flexneri	623	species
Shigella flexneri	623	species
Shigella flexneri	623	species
Ruegeria pomeroyi DSS-3	246200	strain
Sinorhizobium meliloti	382	species
Sinorhizobium meliloti	382	species
Sinorhizobium	28105	genus
Sinorhizobium meliloti	382	species
Sinorhizobium meliloti	382	species
Sinorhizobium meliloti	382	species
Sinorhizobium meliloti	382	species
Sodalis glossinidius str. 'morsitans'	343509	strain
Sodalis glossinidius	63612	species
Sphingobium	165695	genus
Sphingomonas paucimobilis	13689	species
Sphingomonas paucimobilis	13689	species
Spiroplasma citri	2133	species
Spiroplasma melliferum	2134	species
Spiroplasma citri	2133	species
Spiroplasma kunkelii	47834	species
Spiroplasma melliferum	2134	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus subsp. aureus COL	93062	strain
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus epidermidis	1282	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus epidermidis RP62A	176279	strain
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus epidermidis	1282	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus haemolyticus	1283	species
Staphylococcus epidermidis	1282	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus subsp. aureus RN4220	561307	no rank
Staphylococcus aureus	1280	species
Staphylococcus aureus subsp. aureus NCTC 8325	93061	strain
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus epidermidis	1282	species
Staphylococcus sp.	29387	species
Staphylococcus sp.	29387	species
Staphylococcus aureus	1280	species
Staphylococcus aureus subsp. aureus N315	158879	strain
Staphylococcus aureus	1280	species
Staphylococcus aureus subsp. aureus str. Newman	426430	strain
Staphylococcus aureus	1280	species
Staphylococcus saprophyticus	29385	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus sp.	29387	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus subsp. aureus RN4220	561307	no rank
Staphylococcus aureus	1280	species
Staphylococcus aureus subsp. aureus RN4220	561307	no rank
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus pseudintermedius	283734	species
Staphylococcus pseudintermedius	283734	species
Staphylococcus pseudintermedius	283734	species
Staphylococcus pseudintermedius	283734	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus pasteuri	45972	species
Staphylococcus epidermidis	1282	species
Staphylococcus pseudintermedius	283734	species
Staphylococcus epidermidis	1282	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus hominis	1290	species
Staphylococcus capitis	29388	species
Staphylococcus epidermidis	1282	species
Staphylococcus hominis	1290	species
Staphylococcus xylosus	1288	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus subsp. aureus RN4220	561307	no rank
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus epidermidis	1282	species
Staphylococcus pseudintermedius	283734	species
Staphylococcus pseudintermedius	283734	species
Staphylococcus sp.	29387	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus subsp. aureus NCTC 8325	93061	strain
Staphylococcus aureus subsp. aureus NCTC 8325	93061	strain
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus subsp. aureus RN4220	561307	no rank
Staphylococcus epidermidis	1282	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus epidermidis	1282	species
Staphylococcus epidermidis	1282	species
Staphylococcus aureus	1280	species
Staphylococcus epidermidis	1282	species
Staphylococcus aureus subsp. aureus NCTC 8325	93061	strain
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Staphylococcus aureus	1280	species
Stenotrophomonas sp.	69392	species
Stenotrophomonas maltophilia	40324	species
Stenotrophomonas maltophilia	40324	species
Stenotrophomonas maltophilia	40324	species
Stenotrophomonas maltophilia	40324	species
Stenotrophomonas maltophilia	40324	species
Stenotrophomonas maltophilia	40324	species
Stenotrophomonas maltophilia	40324	species
Stenotrophomonas maltophilia	40324	species
Stenotrophomonas maltophilia	40324	species
Stenotrophomonas maltophilia	40324	species
Stenotrophomonas maltophilia	40324	species
Stenotrophomonas maltophilia	40324	species
Stenotrophomonas maltophilia	40324	species
Stenotrophomonas maltophilia	40324	species
Streptococcus thermophilus	1308	species
Streptococcus pyogenes MGAS315	198466	strain
Streptococcus pyogenes MGAS315	198466	strain
Streptococcus pyogenes MGAS315	198466	strain
Streptococcus pyogenes MGAS315	198466	strain
Streptococcus pyogenes MGAS315	198466	strain
Streptococcus pyogenes MGAS315	198466	strain
Streptococcus thermophilus	1308	species
Streptococcus thermophilus	1308	species
Streptococcus pyogenes	1314	species
Streptococcus mutans	1309	species
Streptococcus	1301	genus
Streptococcus	1301	genus
Streptococcus	1301	genus
Streptococcus	1301	genus
Streptococcus	1301	genus
Streptococcus	1301	genus
Streptococcus agalactiae	1311	species
Streptococcus	1301	genus
Streptococcus agalactiae	1311	species
Streptococcus mutans	1309	species
Streptococcus mutans	1309	species
Streptococcus	1301	genus
Streptococcus equi	1336	species
Streptococcus oralis	1303	species
Streptococcus gordonii	1302	species
Streptococcus suis	1307	species
Streptococcus suis	1307	species
Streptococcus dysgalactiae	1334	species
Streptococcus dysgalactiae subsp. equisimilis	119602	subspecies
Streptococcus suis	1307	species
Streptococcus suis	1307	species
Streptococcus suis	1307	species
Streptococcus	1301	genus
Streptococcus	1301	genus
Streptococcus	1301	genus
Streptococcus	1301	genus
Streptococcus	1301	genus
Streptococcus	1301	genus
Streptococcus	1301	genus
Streptococcus	1301	genus
Streptococcus	1301	genus
Streptococcus	1301	genus
