virus_id	host_num	kingdom	phylum	class	order	family	genus	species
NC_021539.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_024387.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_003291.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009812.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_013648.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
GQ478087.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049454.1	7	100.0	100.0	100.0	100.0	100.0	57.14	42.86
NC_049448.1	4	100.0	100.0	100.0	100.0	100.0	75.0	75.0
NC_049453.1	9	100.0	100.0	100.0	100.0	100.0	44.44	33.33
KC413987.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KC348604.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KC348602.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KC348601.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KC348598.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_008721.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KC348599.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KC348600.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KC348603.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KC413988.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019418.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049451.1	7	100.0	100.0	100.0	100.0	100.0	42.86	14.29
NC_018843.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048631.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_004167.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_005056.1	11	100.0	100.0	100.0	100.0	100.0	45.45	45.45
NC_055846.1	9	100.0	100.0	100.0	100.0	100.0	55.56	55.56
NC_041848.1	14	100.0	100.0	100.0	100.0	100.0	57.14	57.14
KC618326.1	14	100.0	100.0	100.0	100.0	100.0	57.14	57.14
NC_055844.1	9	100.0	100.0	100.0	100.0	100.0	55.56	55.56
NC_028943.1	14	100.0	100.0	100.0	100.0	100.0	57.14	57.14
NC_004745.1	9	100.0	100.0	100.0	100.0	100.0	55.56	55.56
NC_049385.1	9	100.0	100.0	100.0	100.0	100.0	55.56	55.56
NC_028896.1	11	100.0	100.0	100.0	100.0	100.0	45.45	45.45
NC_022750.1	9	100.0	100.0	100.0	100.0	100.0	55.56	55.56
NC_049388.1	9	100.0	100.0	100.0	100.0	100.0	55.56	55.56
NC_049387.1	9	100.0	100.0	100.0	100.0	100.0	55.56	55.56
NC_049386.1	9	100.0	100.0	100.0	100.0	100.0	55.56	55.56
NC_049389.1	9	100.0	100.0	100.0	100.0	100.0	55.56	55.56
NC_055845.1	9	100.0	100.0	100.0	100.0	100.0	55.56	55.56
NC_049390.1	9	100.0	100.0	100.0	100.0	100.0	55.56	55.56
NC_049461.1	11	100.0	100.0	100.0	100.0	100.0	45.45	45.45
NC_001895.1	11	100.0	100.0	100.0	100.0	100.0	45.45	45.45
AF063097.1	11	100.0	100.0	100.0	100.0	100.0	45.45	45.45
NC_049457.1	9	100.0	100.0	100.0	100.0	100.0	55.56	55.56
NC_021774.1	13	100.0	100.0	100.0	100.0	100.0	61.54	61.54
NC_050154.1	4	100.0	100.0	100.0	100.0	100.0	50.0	50.0
NC_016761.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KC911857.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KC911856.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
JQ691610.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054654.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054653.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054652.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_018285.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055862.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_000896.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
KF751795.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KF751796.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KF751797.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KF751794.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KF751793.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055021.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055025.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055020.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055022.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055024.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055023.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048192.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007051.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_029119.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_030931.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031091.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007805.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_030929.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_016762.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_016765.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_002484.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
JX403939.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028667.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_006548.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_027986.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_027992.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_042139.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_027299.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_020858.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_020856.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019717.1	2	100.0	100.0	100.0	100.0	100.0	50.0	50.0
NC_001901.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019721.1	3	100.0	100.0	100.0	100.0	100.0	100.0	33.33
NC_016158.1	5	100.0	100.0	100.0	100.0	100.0	40.0	20.0
NC_005893.1	3	100.0	100.0	100.0	100.0	100.0	66.67	33.33
NC_007501.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004112.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_048625.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_048737.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_011104.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_048680.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_022756.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_028835.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_028888.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_022757.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_028783.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_031125.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_031036.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028911.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
JX681814.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
CP008753.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
NC_007145.2	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
NC_009234.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
NC_055911.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
NC_009236.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
NC_015266.1	4	100.0	100.0	100.0	100.0	100.0	100.0	75.0
NC_007497.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009987.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_003793.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_001365.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_047854.1	3	100.0	100.0	100.0	100.0	100.0	66.67	33.33
NC_021190.1	3	100.0	100.0	100.0	100.0	100.0	33.33	33.33
NC_029025.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_020490.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_047752.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055863.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_004775.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_030946.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_027396.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031941.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_024357.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031913.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031942.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031929.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031923.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KJ417497.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_024361.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031901.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_024370.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_012756.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031920.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_022791.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031910.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DQ113772.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031915.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031059.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028746.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028767.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054985.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_054984.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028930.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055028.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055031.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055030.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055029.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028788.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_021865.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028854.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048692.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048689.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028837.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_041909.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_041867.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028851.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048693.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048715.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028758.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048718.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048717.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048714.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KP296794.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_029084.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048688.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048716.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048690.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028841.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048691.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028956.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028853.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028766.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028743.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_047750.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
JN255163.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_008201.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DQ426904.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DQ426905.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028898.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028821.1	2	100.0	100.0	100.0	100.0	100.0	100.0	50.0
NC_028969.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_041976.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_029104.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_029029.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_022980.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049845.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028991.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_030951.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_030947.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_029004.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_029006.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_016652.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_029003.2	4	100.0	100.0	100.0	100.0	100.0	75.0	75.0
NC_047833.1	4	100.0	100.0	100.0	100.0	100.0	75.0	75.0
NC_055026.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_025115.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009382.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049450.1	2	100.0	100.0	100.0	100.0	100.0	50.0	50.0
NC_047817.1	2	100.0	100.0	100.0	100.0	100.0	50.0	50.0
NC_022914.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019541.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_041866.1	2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_024356.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_029026.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MN854830.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_027335.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MK721192.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_003313.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
AF125163.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_022747.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_001978.3	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_053174.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048185.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_053173.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055798.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055857.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055799.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_031052.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055920.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055861.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055843.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055810.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055796.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055805.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055795.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_030913.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055765.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055751.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055752.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055797.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055816.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055785.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055804.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_010179.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007924.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_005355.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_055037.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019455.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028883.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028959.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_024144.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_009231.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DQ466086.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_011398.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
EU719189.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048642.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019421.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_048643.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_007917.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019422.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_029116.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
LN681534.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_028764.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_029048.2	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019490.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019924.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_020883.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019456.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049477.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_010576.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_049375.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NC_019915.1	1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
