host	virus	species_tag	genus_tag
GCF_000012045.1	NC_007061.1	1	1
GCF_000012045.1	NC_007059.1	1	1
GCF_000012045.1	JX274647.1	1	1
GCF_000012045.1	NC_021801.1	1	1
GCF_000012045.1	NC_028669.1	1	1
GCF_000012045.1	NC_054974.1	1	1
GCF_000012045.1	NC_021332.1	1	1
GCF_000012045.1	NC_054979.1	1	1
GCF_000012045.1	NC_009526.1	1	1
GCF_000012045.1	NC_007049.1	1	1
GCF_000012045.1	NC_011614.1	1	1
GCF_000012045.1	NC_007065.1	1	1
GCF_000012045.1	NC_007057.1	1	1
GCF_000012045.1	NC_010808.1	1	1
GCF_000012045.1	NC_054981.1	1	1
GCF_000012045.1	NC_010147.1	1	1
GCF_000012045.1	NC_002321.1	1	1
GCF_000012045.1	NC_012784.1	1	1
GCF_000012045.1	NC_054982.1	1	1
GCF_000012045.1	NC_019921.1	1	1
GCF_000012045.1	NC_048636.1	1	1
GCF_000012045.1	NC_025460.1	1	1
GCF_000012045.1	NC_007058.1	1	1
GCF_000012045.1	NC_007050.1	1	1
GCF_000012045.1	KP209285.1	1	1
GCF_000012045.1	NC_048681.1	1	1
GCF_000012045.1	NC_023499.1	1	1
GCF_000012045.1	NC_008689.1	1	1
GCF_000012045.1	NC_054978.1	1	1
GCF_000012045.1	NC_009761.3	1	1
GCF_000012045.1	NC_017968.1	1	1
GCF_000012045.1	NC_024391.1	1	1
GCF_000012045.1	NC_007062.1	1	1
GCF_000012045.1	NC_007047.1	1	1
GCF_000012045.1	NC_007048.1	1	1
GCF_000012045.1	NC_007064.1	1	1
GCF_000012045.1	NC_054983.1	1	1
GCF_000012045.1	NC_007063.1	1	1
GCF_000012045.1	NC_048635.1	1	1
GCF_000012045.1	NC_054975.1	1	1
GCF_000012045.1	NC_021863.1	1	1
GCF_000012045.1	NC_014460.1	1	1
GCF_000012045.1	NC_029010.1	1	1
GCF_000012045.1	NC_004617.1	1	1
GCF_000012045.1	NC_048658.1	1	1
GCF_000012045.1	NC_028917.1	1	1
GCF_000012045.1	NC_028859.1	1	1
GCF_000012045.1	NC_008799.1	1	1
GCF_000012045.1	NC_048644.1	1	1
GCF_000012045.1	NC_054973.1	1	1
GCF_000012045.1	NC_009763.3	1	1
GCF_000012045.1	NC_021773.2	1	1
GCF_000012045.1	NC_048710.1	1	1
GCF_000012045.1	NC_008798.1	1	1
GCF_000012045.1	NC_048634.1	1	1
GCF_000012045.1	NC_048711.1	1	1
GCF_000012045.1	NC_023500.1	1	1
GCF_000012045.1	NC_008617.1	1	1
GCF_000012045.1	NC_007060.1	1	1
GCF_000012045.1	NC_048657.1	1	1
GCF_000012045.1	NC_054980.1	1	1
GCF_000012045.1	NC_048713.1	1	1
GCF_000012045.1	NC_028775.1	1	1
GCF_000012045.1	NC_054977.1	1	1
GCF_000012045.1	NC_003288.1	1	1
GCF_000012045.1	NC_002486.1	1	1
GCF_000013285.1	NC_017978.1	1	1
GCF_000013285.1	NC_021325.1	1	1
GCF_000013285.1	NC_008265.1	1	1
GCF_000013425.1	NC_014460.1	1	1
GCF_000013425.1	NC_007048.1	1	1
GCF_000013425.1	NC_009763.3	1	1
GCF_000013425.1	NC_029010.1	1	1
GCF_000013425.1	NC_004617.1	1	1
GCF_000013425.1	NC_004615.1	1	1
GCF_000013425.1	AF424781.1	1	1
GCF_000013425.1	NC_009761.3	1	1
GCF_000013425.1	NC_002321.1	1	1
GCF_000013425.1	NC_002486.1	1	1
GCF_000013425.1	NC_055039.1	1	1
GCF_000013425.1	NC_008798.1	1	1
GCF_000013425.1	NC_012784.1	1	1
GCF_000013425.1	NC_048644.1	1	1
GCF_000013425.1	NC_002661.2	1	1
GCF_000013425.1	NC_055046.1	1	1
GCF_000013425.1	NC_055038.1	1	1
GCF_000013425.1	NC_055042.1	1	1
GCF_000013425.1	NC_055045.1	1	1
GCF_000013425.1	NC_054973.1	1	1
GCF_000013425.1	NC_019513.1	1	1
GCF_000013425.1	NC_007052.1	1	1
GCF_000013425.1	NC_055043.1	1	1
GCF_000013425.1	NC_048658.1	1	1
GCF_000013425.1	NC_007053.1	1	1
GCF_000013425.1	NC_055049.1	1	1
GCF_000013425.1	NC_055048.1	1	1
GCF_000013425.1	NC_008689.1	1	1
GCF_000013425.1	NC_021323.1	1	1
GCF_000013425.1	NC_004616.1	1	1
GCF_000013425.1	AF424782.1	1	1
GCF_000013425.1	NC_055044.1	1	1
GCF_000013425.1	NC_011344.1	1	1
GCF_000013425.1	NC_007054.1	1	1
GCF_000013425.1	NC_011614.1	1	1
GCF_000013425.1	NC_054978.1	1	1
GCF_000013425.1	NC_055041.1	1	1
GCF_000013425.1	NC_022758.1	1	1
GCF_000013425.1	NC_028862.1	1	1
GCF_000013425.1	NC_011612.1	1	1
GCF_000013425.1	NC_017968.1	1	1
GCF_000013425.1	NC_055047.1	1	1
GCF_000013425.1	NC_010808.1	1	1
GCF_000013425.1	NC_020199.1	1	1
GCF_000013425.1	NC_021773.2	1	1
GCF_000013425.1	NC_054975.1	1	1
GCF_000013425.1	NC_054976.1	1	1
GCF_000013425.1	NC_009526.1	1	1
GCF_000013425.1	NC_055040.1	1	1
GCF_000013425.1	NC_007049.1	1	1
GCF_000013425.1	NC_054974.1	1	1
GCF_000013425.1	NC_054977.1	1	1
GCF_000013425.1	NC_048634.1	1	1
GCF_000013425.1	NC_021801.1	1	1
GCF_000013425.1	JX274647.1	1	1
GCF_000013425.1	NC_007050.1	1	1
GCF_000013425.1	NC_048681.1	1	1
GCF_000013425.1	NC_048711.1	1	1
GCF_000013425.1	NC_005356.1	1	1
GCF_000013425.1	NC_013195.1	1	1
GCF_000013425.1	NC_048713.1	1	1
GCF_000013425.1	NC_008799.1	1	1
GCF_000013425.1	NC_028917.1	1	1
GCF_000013425.1	NC_008617.1	1	1
GCF_000013425.1	NC_028775.1	1	1
GCF_000013425.1	NC_048635.1	1	1
GCF_000013425.1	NC_026016.1	1	1
GCF_000013425.1	NC_048710.1	1	1
GCF_000013425.1	NC_007057.1	1	1
GCF_000013425.1	NC_028915.1	1	1
GCF_000013425.1	NC_028669.1	1	1
GCF_000013425.1	NC_007063.1	1	1
GCF_000013425.1	KP209285.1	1	1
GCF_000013425.1	NC_021863.1	1	1
GCF_000013425.1	NC_048657.1	1	1
GCF_000013425.1	NC_007058.1	1	1
GCF_000013425.1	NC_054983.1	1	1
GCF_000013425.1	NC_007061.1	1	1
GCF_000013425.1	NC_054981.1	1	1
GCF_000013425.1	NC_007064.1	1	1
GCF_000013425.1	NC_048636.1	1	1
GCF_000013425.1	NC_025460.1	1	1
GCF_000013425.1	NC_004740.1	1	1
GCF_000013425.1	NC_007062.1	1	1
GCF_000013425.1	NC_010147.1	1	1
GCF_000013425.1	NC_023499.1	1	1
GCF_000013425.1	NC_007060.1	1	1
GCF_000013425.1	NC_021326.1	1	1
GCF_000013425.1	NC_007059.1	1	1
GCF_000013425.1	NC_054979.1	1	1
GCF_000013425.1	NC_019921.1	1	1
GCF_000013425.1	NC_054980.1	1	1
GCF_000013425.1	NC_003288.1	1	1
GCF_000013425.1	NC_028859.1	1	1
GCF_000013425.1	NC_021332.1	1	1
GCF_000013425.1	NC_007065.1	1	1
GCF_000013425.1	NC_054982.1	1	1
GCF_000013425.1	NC_023500.1	1	1
GCF_000013425.1	NC_007047.1	1	1
GCF_000013425.1	NC_024391.1	1	1
GCF_000014465.1	NC_027990.1	1	1
GCF_000014625.1	NC_001331.1	1	1
GCF_000015065.1	NC_004821.1	0	1
GCF_000015065.1	NC_011167.1	1	1
GCF_000015065.1	NC_029024.1	0	1
GCF_000017765.1	NC_047818.1	0	0
GCF_000017765.1	NC_049449.1	0	0
GCF_000017765.1	NC_049342.1	1	1
GCF_000017765.1	CP000711.1	1	1
GCF_000017765.1	NC_027398.1	0	0
GCF_000017765.1	NC_049452.1	0	0
GCF_000017765.1	NC_019488.1	0	0
GCF_000017765.1	NC_019708.1	1	1
GCF_000017765.1	NC_002730.1	1	1
GCF_000017765.1	NC_010463.1	0	0
GCF_000017765.1	NC_002166.1	1	1
GCF_000017765.1	NC_019769.1	1	1
GCF_000017765.1	NC_049926.1	1	1
GCF_000017765.1	NC_019768.1	1	1
GCF_000017765.1	NC_019723.1	1	1
GCF_000017765.1	NC_019715.1	1	1
GCF_000017765.1	NC_019705.1	1	1
GCF_000017765.1	NC_019501.1	1	1
GCF_000017765.1	NC_005344.1	0	0
GCF_000017765.1	AF547987.1	0	0
GCF_000017765.1	NC_016160.1	1	1
GCF_000017765.1	NC_049955.1	1	1
GCF_000017765.1	NC_049947.1	1	1
GCF_000017765.1	NC_042057.1	1	1
GCF_000017765.1	NC_049953.1	1	1
GCF_000017765.1	NC_019711.1	1	1
GCF_000017765.1	NC_019706.1	1	1
GCF_000017765.1	NC_019719.1	1	1
GCF_000017765.1	NC_009514.1	1	1
GCF_000017765.1	NC_019710.1	1	1
GCF_000017765.1	NC_004913.3	1	1
GCF_000017765.1	NC_049948.1	1	1
GCF_000017765.1	NC_049951.1	1	1
GCF_000017765.1	NC_000902.1	1	1
GCF_000017765.1	KJ909655.1	1	1
GCF_000017765.1	NC_019709.1	1	1
GCF_000017765.1	NC_004914.3	1	1
GCF_000017765.1	NC_019720.1	1	1
GCF_000017765.1	NC_008464.1	1	1
GCF_000017765.1	NC_019714.1	1	1
GCF_000017765.1	NC_004348.1	0	0
GCF_000017765.1	NC_014900.1	0	0
GCF_000017765.1	NC_001416.1	1	1
GCF_000017765.1	NC_049952.1	1	1
GCF_000017765.1	NC_011802.1	0	0
GCF_000017765.1	NC_047875.1	0	0
GCF_000017765.1	NC_019716.1	1	1
GCF_000017765.1	NC_002167.1	1	1
GCF_000017765.1	NC_049949.1	1	1
GCF_000017765.1	NC_049954.1	1	1
GCF_000017765.1	NC_013059.1	0	0
GCF_000017765.1	NC_019767.1	1	1
GCF_000017765.1	NC_011976.1	0	0
GCF_000017765.1	NC_049946.1	1	1
GCF_000017765.1	NC_049942.1	1	1
GCF_000017765.1	NC_049941.1	1	1
GCF_000017765.1	NC_049944.1	1	1
GCF_000017765.1	NC_022749.1	0	0
GCF_000017765.1	NC_011357.1	1	1
GCF_000017765.1	NC_011356.1	1	1
GCF_000017765.1	NC_049943.1	1	1
GCF_000017765.1	NC_049945.1	1	1
GCF_000017765.1	NC_004813.1	1	1
GCF_000017765.1	NC_031946.1	0	0
GCF_000017765.1	NC_030919.1	0	0
GCF_000017765.1	NC_027339.1	0	0
GCF_000017765.1	NC_002371.2	0	0
GCF_000017765.1	AF527608.1	0	0
GCF_000017765.1	NC_031019.1	0	0
GCF_000017765.1	NC_028696.2	0	0
GCF_000017765.1	NC_041935.1	1	1
GCF_000017765.1	NC_042346.1	0	0
GCF_000017765.1	NC_049923.1	1	1
GCF_000017765.1	NC_049921.1	1	1
GCF_000017765.1	NC_027984.1	1	1
GCF_000017765.1	NC_005856.1	1	1
GCF_000017765.1	NC_049920.1	1	1
GCF_000017765.1	NC_000924.1	1	1
GCF_000017765.1	NC_049925.1	1	1
GCF_000017765.1	AP004402.1	1	1
GCF_000017765.1	NC_049922.1	1	1
GCF_000017765.1	NC_010237.1	1	1
GCF_000017765.1	NC_049924.1	1	1
GCF_000017765.1	NC_042128.1	1	1
GCF_000017765.1	NC_031129.1	0	0
GCF_000017765.1	NC_025830.1	1	1
GCF_000021705.1	NC_011551.1	1	1
GCF_000021705.1	NC_000935.1	0	0
GCF_000021865.1	NC_016165.1	1	1
GCF_000025625.1	NC_054954.1	1	1
GCF_000025625.1	NC_004084.1	1	1
GCF_000025625.1	NC_052650.1	0	0
GCF_000026185.1	NC_010463.1	0	0
GCF_000026185.1	NC_047753.1	0	0
GCF_000026185.1	NC_019488.1	0	0
GCF_000026185.1	NC_001317.1	0	0
GCF_000027065.2	NC_019934.1	0	1
GCF_000027065.2	JF314845.1	0	1
GCF_000063585.1	NC_029022.1	0	1
GCF_000063585.1	NC_030950.1	0	1
GCF_000063585.1	NC_030949.1	0	1
GCF_000160895.1	NC_004820.1	1	1
GCF_000160915.1	NC_029024.1	1	1
GCF_000160915.1	NC_011167.1	0	1
GCF_000160915.1	NC_025424.1	0	1
GCF_000160915.1	NC_028748.2	0	1
GCF_000160915.1	NC_004821.1	1	1
GCF_000161615.1	NC_004820.1	0	1
GCF_000161615.1	NC_004821.1	0	1
GCF_000161615.1	NC_018277.1	0	0
GCF_000161615.1	NC_025424.1	1	1
GCF_000161615.1	NC_019502.1	1	1
GCF_000161615.1	NC_028748.2	1	1
GCF_000161615.1	NC_029008.1	1	1
GCF_000161615.1	NC_023599.1	1	1
GCF_000161615.1	NC_048641.1	0	1
GCF_000161615.1	NC_031055.1	0	1
GCF_000161615.1	NC_048633.1	0	1
GCF_000161615.1	NC_018085.1	1	1
GCF_000161615.1	NC_048762.1	1	1
GCF_000175575.2	JX507079.1	1	1
GCF_000193455.1	NC_003309.1	0	1
GCF_000193455.1	NC_005284.1	1	1
GCF_000193455.1	NC_009235.2	1	1
GCF_000196035.1	NC_003216.1	1	1
GCF_000196035.1	NC_009810.1	1	1
GCF_000196035.1	NC_028929.1	1	1
GCF_000196035.1	NC_024384.1	1	1
GCF_000196035.1	NC_028871.1	1	1
GCF_000196035.1	NC_009815.1	1	1
GCF_000196035.1	NC_021539.2	1	1
GCF_000196035.1	NC_024387.1	1	1
GCF_000196035.1	NC_003291.2	1	1
GCF_000196035.1	NC_009812.1	1	1
GCF_000211255.2	GQ478082.1	1	1
GCF_000211255.2	NC_013643.1	1	1
GCF_000211255.2	NC_013648.1	1	1
GCF_000211255.2	GQ478083.1	1	1
GCF_000211255.2	GQ478087.1	1	1
GCF_000211255.2	GQ478085.1	1	1
GCF_000211255.2	NC_013646.1	1	1
GCF_000211255.2	NC_028671.2	1	1
GCF_000220485.1	NC_049454.1	1	1
GCF_000220485.1	NC_049448.1	1	1
GCF_000220485.1	NC_049452.1	1	1
GCF_000220485.1	NC_049453.1	1	1
GCF_000220485.1	NC_049449.1	1	1
GCF_000220485.1	NC_049923.1	0	0
GCF_000220485.1	NC_004813.1	0	0
GCF_000220485.1	NC_049922.1	0	0
GCF_000222975.1	NC_049341.1	0	0
GCF_000222975.1	NC_049344.1	0	0
GCF_000222975.1	NC_049342.1	0	0
GCF_000231865.1	KC413987.1	1	1
GCF_000231865.1	KC348604.1	1	1
GCF_000231865.1	KC348602.1	1	1
GCF_000231865.1	KC348601.1	1	1
GCF_000231865.1	KC348598.1	1	1
GCF_000231865.1	NC_008721.2	1	1
GCF_000231865.1	KC348599.1	1	1
GCF_000231865.1	KC348600.1	1	1
GCF_000231905.1	KC348603.1	1	1
GCF_000231925.1	KC413988.1	1	1
GCF_000231925.1	NC_019418.1	1	1
GCF_000238455.2	NC_004313.1	1	1
GCF_000238455.2	NC_028699.1	1	1
GCF_000238455.2	NC_019545.1	1	1
GCF_000238455.2	NC_010393.1	1	1
GCF_000238455.2	NC_031940.1	1	1
GCF_000238455.2	NC_010391.1	1	1
GCF_000238455.2	NC_010392.1	1	1
GCF_000238455.2	NC_031129.1	1	1
GCF_000240185.1	NC_049449.1	1	1
GCF_000240185.1	NC_049452.1	1	1
GCF_000240185.1	NC_049451.1	1	1
GCF_000240185.1	NC_047818.1	1	1
GCF_000240185.1	NC_049342.1	0	0
GCF_000240185.1	NC_049454.1	1	1
GCF_000240185.1	NC_049453.1	1	1
GCF_000240185.1	NC_049448.1	1	1
GCF_000240185.1	NC_010463.1	0	0
GCF_000240185.1	NC_019488.1	0	0
GCF_000240185.1	NC_049941.1	0	0
GCF_000240185.1	NC_002166.1	0	0
GCF_000240185.1	NC_049951.1	0	0
GCF_000240185.1	NC_018843.1	0	0
GCF_000240185.1	NC_031129.1	0	0
GCF_000242855.2	NC_048631.1	0	1
GCF_000242855.2	NC_004167.1	0	1
GCF_000258145.1	NC_000929.1	1	1
GCF_000258145.1	NC_005056.1	1	1
GCF_000258145.1	NC_013594.1	1	1
GCF_000258145.1	NC_055846.1	0	0
GCF_000258145.1	NC_041848.1	1	1
GCF_000258145.1	KC618326.1	1	1
GCF_000258145.1	NC_055844.1	0	0
GCF_000258145.1	NC_028943.1	1	1
GCF_000258145.1	NC_004745.1	0	0
GCF_000258145.1	NC_049385.1	1	1
GCF_000258145.1	NC_028896.1	1	1
GCF_000258145.1	NC_022750.1	1	1
GCF_000258145.1	NC_049388.1	1	1
GCF_000258145.1	NC_049387.1	1	1
GCF_000258145.1	NC_049386.1	1	1
GCF_000258145.1	NC_049389.1	1	1
GCF_000258145.1	NC_019723.1	1	1
GCF_000258145.1	NC_019711.1	1	1
GCF_000258145.1	NC_055845.1	0	0
GCF_000258145.1	NC_049951.1	1	1
GCF_000258145.1	NC_042057.1	1	1
GCF_000258145.1	NC_049390.1	1	1
GCF_000258145.1	NC_049953.1	1	1
GCF_000258145.1	NC_049461.1	1	1
GCF_000258145.1	NC_001895.1	1	1
GCF_000258145.1	AF063097.1	1	1
GCF_000258145.1	NC_001416.1	1	1
GCF_000258145.1	NC_049949.1	1	1
GCF_000258145.1	NC_049954.1	1	1
GCF_000258145.1	NC_027382.1	0	0
GCF_000258145.1	NC_049457.1	1	1
GCF_000258145.1	NC_049449.1	0	0
GCF_000258145.1	NC_047818.1	0	0
GCF_000258145.1	NC_019501.1	1	1
GCF_000258145.1	NC_049955.1	1	1
GCF_000258145.1	NC_049947.1	1	1
GCF_000258145.1	NC_049342.1	1	1
GCF_000258145.1	NC_049952.1	1	1
GCF_000258145.1	NC_049452.1	0	0
GCF_000258145.1	NC_049946.1	1	1
GCF_000258145.1	NC_005344.1	0	0
GCF_000258145.1	AF547987.1	0	0
GCF_000258145.1	NC_019716.1	1	1
GCF_000258145.1	NC_021774.1	0	0
GCF_000258145.1	NC_019488.1	0	0
GCF_000258145.1	NC_049948.1	1	1
GCF_000258145.1	NC_019705.1	1	1
GCF_000258145.1	NC_002167.1	1	1
GCF_000258145.1	NC_019708.1	1	1
GCF_000258145.1	NC_019769.1	1	1
GCF_000258145.1	NC_019710.1	1	1
GCF_000258145.1	NC_002730.1	1	1
GCF_000258145.1	NC_002166.1	1	1
GCF_000258145.1	NC_049926.1	1	1
GCF_000258145.1	NC_019719.1	1	1
GCF_000258145.1	NC_019709.1	1	1
GCF_000258145.1	NC_026014.1	1	1
GCF_000258145.1	NC_019706.1	1	1
GCF_000258145.1	NC_027398.1	0	0
GCF_000258145.1	NC_016160.1	1	1
GCF_000258145.1	NC_009514.1	1	1
GCF_000258145.1	CP000711.1	1	1
GCF_000258145.1	NC_019768.1	1	1
GCF_000258145.1	NC_019767.1	1	1
GCF_000258145.1	NC_004348.1	0	0
GCF_000258145.1	NC_004913.3	1	1
GCF_000258145.1	NC_008464.1	1	1
GCF_000258145.1	NC_000902.1	1	1
GCF_000258145.1	KJ909655.1	1	1
GCF_000258145.1	NC_049391.1	1	1
GCF_000258145.1	NC_019715.1	1	1
GCF_000258145.1	NC_004914.3	1	1
GCF_000258145.1	NC_014900.1	0	0
GCF_000258145.1	NC_019720.1	1	1
GCF_000258145.1	NC_049341.1	1	1
GCF_000258145.1	NC_011802.1	0	0
GCF_000258145.1	NC_047875.1	0	0
GCF_000258145.1	NC_049343.1	1	1
GCF_000258145.1	NC_049344.1	1	1
GCF_000258145.1	NC_013059.1	0	0
GCF_000258145.1	NC_011976.1	0	0
GCF_000258145.1	NC_049943.1	1	1
GCF_000258145.1	NC_049945.1	1	1
GCF_000258145.1	NC_031946.1	0	0
GCF_000258145.1	NC_042346.1	0	0
GCF_000258145.1	NC_019714.1	1	1
GCF_000258145.1	NC_002371.2	0	0
GCF_000258145.1	BK000583.1	0	0
GCF_000258145.1	AF527608.1	0	0
GCF_000258145.1	NC_031019.1	0	0
GCF_000258145.1	NC_003444.1	0	0
GCF_000258145.1	NC_028696.2	0	0
GCF_000258145.1	NC_030919.1	0	0
GCF_000258145.1	NC_005841.1	0	0
GCF_000258145.1	NC_049944.1	1	1
GCF_000258145.1	NC_003356.1	1	1
GCF_000258145.1	NC_011356.1	1	1
GCF_000258145.1	NC_006949.1	0	0
GCF_000258145.1	NC_050154.1	1	1
GCF_000258145.1	NC_011357.1	1	1
GCF_000258145.1	NC_049942.1	1	1
GCF_000258145.1	NC_049920.1	1	1
GCF_000258145.1	NC_004813.1	1	1
GCF_000258145.1	NC_041935.1	1	1
GCF_000258145.1	NC_049921.1	1	1
GCF_000258145.1	NC_027984.1	1	1
GCF_000258145.1	NC_027339.1	0	0
GCF_000258145.1	NC_042128.1	1	1
GCF_000258145.1	NC_005856.1	1	1
GCF_000258145.1	NC_049919.1	1	1
GCF_000258145.1	NC_049923.1	1	1
GCF_000258145.1	NC_028656.1	1	1
GCF_000258145.1	NC_049941.1	1	1
GCF_000258145.1	NC_010237.1	1	1
GCF_000258145.1	NC_049924.1	1	1
GCF_000258145.1	NC_000924.1	1	1
GCF_000258145.1	AP004402.1	1	1
GCF_000258145.1	NC_049922.1	1	1
GCF_000258145.1	NC_049925.1	1	1
GCF_000258145.1	NC_031129.1	0	0
GCF_000258145.1	NC_025830.1	1	1
GCF_000264765.2	NC_005856.1	0	0
GCF_000264765.2	NC_042128.1	0	0
GCF_000269945.1	NC_031016.1	1	1
GCF_000269945.1	NC_049811.1	0	1
GCF_000269945.1	NC_049812.1	0	1
GCF_000269945.1	NC_021861.1	0	1
GCF_000269945.1	NC_049810.1	0	1
GCF_000269945.1	NC_049381.1	0	1
GCF_000269945.1	NC_049401.1	0	1
GCF_000269945.1	NC_004302.1	0	1
GCF_000269945.1	NC_031013.1	0	1
GCF_000269945.1	DQ394809.1	0	1
GCF_000269945.1	DQ394807.1	0	1
GCF_000269945.1	NC_049377.1	0	1
GCF_000269945.1	DQ394808.1	0	1
GCF_000269945.1	NC_031064.1	0	1
GCF_000269945.1	NC_004066.1	0	1
GCF_000269945.1	DQ394806.1	0	1
GCF_000269945.1	NC_049363.1	0	1
GCF_000269945.1	NC_049402.1	0	1
GCF_000269945.1	NC_004746.1	0	1
GCF_000269945.1	NC_031040.1	0	1
GCF_000269945.1	NC_005822.1	0	1
GCF_000269945.1	NC_002667.1	0	1
GCF_000281535.2	NC_049448.1	1	1
GCF_000281535.2	NC_049449.1	1	1
GCF_000281535.2	NC_049452.1	1	1
GCF_000281535.2	NC_047818.1	1	1
GCF_000281535.2	NC_019488.1	0	0
GCF_000281535.2	NC_049342.1	0	0
GCF_000281535.2	NC_049454.1	1	1
GCF_000281535.2	NC_049453.1	1	1
GCF_000281535.2	NC_016761.1	0	0
GCF_000281535.2	KC911857.1	0	0
GCF_000281535.2	KC911856.1	0	0
GCF_000281535.2	JQ691610.1	0	0
GCF_000281535.2	NC_054654.1	1	1
GCF_000281535.2	NC_054653.1	1	1
GCF_000281535.2	NC_054652.1	1	1
GCF_000283675.1	NC_048633.1	1	1
GCF_000283675.1	NC_048641.1	1	1
GCF_000283675.1	NC_031055.1	1	1
GCF_000283675.1	NC_011167.1	0	1
GCF_000283675.1	NC_029024.1	1	1
GCF_000283675.1	NC_018277.1	0	0
GCF_000283675.1	NC_019502.1	0	1
GCF_000283675.1	NC_004820.1	1	1
GCF_000283675.1	DQ222851.1	0	1
GCF_000283675.1	NC_007458.1	1	1
GCF_000283675.1	NC_007814.1	1	1
GCF_000283675.1	DQ289556.1	1	1
GCF_000283675.1	NC_007734.1	1	1
GCF_000283675.1	NC_025424.1	0	1
GCF_000283675.1	NC_004821.1	1	1
GCF_000283675.1	NC_018085.1	0	1
GCF_000283675.1	NC_028748.2	0	1
GCF_000305335.2	NC_018285.1	1	1
GCF_000338755.1	NC_018085.1	1	1
GCF_000338755.1	NC_023599.1	1	1
GCF_000338755.1	NC_019502.1	1	1
GCF_000338755.1	NC_018277.1	0	0
GCF_000338755.1	NC_029008.1	1	1
GCF_000338755.1	NC_028748.2	1	1
GCF_000338755.1	NC_048762.1	1	1
GCF_000338755.1	NC_004820.1	0	1
GCF_000338755.1	NC_025424.1	1	1
GCF_000338755.1	NC_004821.1	0	1
GCF_000338755.1	NC_048641.1	0	1
GCF_000338755.1	NC_031055.1	0	1
GCF_000338755.1	NC_048633.1	0	1
GCF_000354175.2	NC_055862.1	1	1
GCF_000439915.2	NC_000896.1	1	1
GCF_000468915.2	KF751795.1	1	1
GCF_000468915.2	KF751796.1	1	1
GCF_000468915.2	KF751797.1	1	1
GCF_000468915.2	KF751794.1	1	1
GCF_000468915.2	KF751793.1	1	1
GCF_000468955.1	NC_056724.1	0	1
GCF_000468955.1	NC_002796.1	0	1
GCF_000468955.1	NC_002667.1	0	1
GCF_000468955.1	NC_004746.1	0	1
GCF_000468955.1	NC_031064.1	0	1
GCF_000468955.1	NC_002671.1	0	1
GCF_000468955.1	NC_002666.1	0	1
GCF_000478385.1	NC_055021.1	1	1
GCF_000478385.1	NC_055025.1	1	1
GCF_000478385.1	NC_055020.1	1	1
GCF_000478385.1	NC_055022.1	1	1
GCF_000478385.1	NC_055024.1	1	1
GCF_000478385.1	NC_055023.1	1	1
GCF_000478385.1	NC_007047.1	0	1
GCF_000478385.1	NC_048192.1	1	1
GCF_000478385.1	NC_007051.1	0	1
GCF_000478385.1	NC_007053.1	0	1
GCF_000478385.1	NC_055043.1	0	1
GCF_000478385.1	NC_054977.1	0	1
GCF_000478385.1	NC_029119.1	0	1
GCF_000493675.1	NC_010393.1	1	1
GCF_000493675.1	NC_010392.1	1	1
GCF_000493675.1	NC_031940.1	1	1
GCF_000493675.1	NC_004313.1	1	1
GCF_000493675.1	NC_019545.1	1	1
GCF_000493675.1	NC_022749.1	0	0
GCF_000493675.1	NC_027339.1	0	0
GCF_000493675.1	NC_021857.1	0	0
GCF_000493675.1	NC_028699.1	1	1
GCF_000493675.1	NC_003444.1	0	0
GCF_000493675.1	NC_010391.1	1	1
GCF_000493675.1	NC_029015.2	1	1
GCF_000493675.1	NC_028701.2	1	1
GCF_000493675.1	NC_010463.1	1	1
GCF_000493675.1	NC_047753.1	1	1
GCF_000493675.1	NC_031129.1	1	1
GCF_000496605.2	NC_030931.1	1	1
GCF_000496605.2	NC_031091.1	1	1
GCF_000496605.2	NC_007805.1	1	1
GCF_000496605.2	NC_030929.1	1	1
GCF_000496605.2	NC_016762.1	1	1
GCF_000496605.2	NC_016765.1	1	1
GCF_000496605.2	NC_002484.2	1	1
GCF_000496605.2	JX403939.1	1	1
GCF_000496605.2	NC_028667.1	1	1
GCF_000496605.2	NC_006548.1	1	1
GCF_000496605.2	NC_027986.1	1	1
GCF_000496605.2	NC_027992.1	1	1
GCF_000717535.1	NC_018277.1	0	0
GCF_000717535.1	NC_029008.1	1	1
GCF_000717535.1	NC_025424.1	1	1
GCF_000717535.1	NC_019502.1	1	1
GCF_000717535.1	NC_023599.1	1	1
GCF_000717535.1	NC_018085.1	1	1
GCF_000717535.1	NC_048641.1	0	1
GCF_000717535.1	NC_031055.1	0	1
GCF_000717535.1	NC_048633.1	0	1
GCF_000717535.1	NC_004821.1	0	1
GCF_000717535.1	NC_004820.1	0	1
GCF_000717535.1	NC_048762.1	1	1
GCF_000735125.2	NC_027299.1	1	1
GCF_000735125.2	NC_020858.2	1	1
GCF_000735125.2	NC_020856.2	1	1
GCF_000742895.1	NC_048641.1	0	1
GCF_000742895.1	NC_031055.1	0	1
GCF_000742895.1	NC_048633.1	0	1
GCF_000742895.1	DQ289556.1	1	1
GCF_000742895.1	DQ222851.1	1	1
GCF_000742895.1	NC_007458.1	0	1
GCF_000742895.1	NC_007814.1	1	1
GCF_000742895.1	NC_007734.1	1	1
GCF_000742895.1	NC_004821.1	0	1
GCF_000742895.1	NC_019502.1	0	1
GCF_000770155.1	NC_019704.1	0	0
GCF_000770155.1	NC_019717.1	0	0
GCF_000770155.1	NC_001901.1	0	0
