virus	host	score	species_tag	genus_tag
NC_022770.1	GCF_000161615.1	0.0031748986045577	0	0
NC_027355.1	GCF_000161615.1	0.002565521056635	0	1
NC_027352.1	GCF_000161615.1	0.0025312538559927	0	1
NC_024137.1	GCF_000161615.1	0.0024624115383104	0	1
NC_020873.1	GCF_000161615.1	0.0022953073048335	0	1
NC_042140.1	GCF_000161615.1	0.0022637963114282	0	0
NC_023007.1	GCF_000161615.1	0.0015959366635874	0	1
NC_047735.1	GCF_000161615.1	0.0008758155353013	0	1
NC_018860.1	GCF_000161615.1	0.0007991015264829	0	1
NC_016563.1	GCF_000161615.1	0.0007852425476586	0	1
NC_031116.1	GCF_000161615.1	0.0007272586243839	1	1
NC_028890.1	GCF_000161615.1	0.0006868195413758	1	1
NC_028944.1	GCF_000161615.1	0.0006033484949338	1	1
NC_031054.1	GCF_000161615.1	0.0006027429732475	1	1
NC_031037.1	GCF_000161615.1	0.0005937231125913	1	1
NC_031070.1	GCF_000161615.1	0.000569024665127	1	1
NC_031049.1	GCF_000161615.1	0.0005638443391856	1	1
NC_031012.1	GCF_000161615.1	0.000563072383149	1	1
NC_018857.1	GCF_000161615.1	0.0005419854710842	0	1
NC_023501.1	GCF_000161615.1	0.0005376214675104	1	1
NC_031034.1	GCF_000161615.1	0.0005324501054983	1	1
NC_031024.1	GCF_000161615.1	0.0003998536732631	1	1
NC_031027.1	GCF_000161615.1	0.0003997260392094	1	1
NC_048804.1	GCF_000161615.1	0.0003782123767668	0	0
NC_031006.1	GCF_000161615.1	0.0003608636228582	1	1
NC_031107.2	GCF_000161615.1	0.0001786449307726	0	0
NC_019401.1	GCF_000161615.1	0.0001533546532538	0	0
JX507079.1	GCF_000175575.2	0.505351818472786	1	1
NC_054780.1	GCF_000175575.2	0.0019666162769909	0	0
NC_023731.1	GCF_000175575.2	0.0018495211672831	0	0
NC_019722.1	GCF_000175575.2	0.0010374385141834	0	0
NC_009235.2	GCF_000193455.1	0.5475410913424005	1	1
NC_013055.1	GCF_000193455.1	0.1414107519550832	0	1
NC_029007.1	GCF_000193455.1	0.0060323803863298	0	0
NC_022916.1	GCF_000193455.1	0.0058410008653014	0	1
NC_028988.1	GCF_000193455.1	0.0055186474301172	0	0
NC_054891.1	GCF_000193455.1	0.0034589744707204	0	0
NC_054461.1	GCF_000193455.1	0.0032148923154808	0	0
HG796220.1	GCF_000193455.1	0.003204054008882	1	1
HG796221.1	GCF_000193455.1	0.0031865546637538	1	1
NC_047743.1	GCF_000193455.1	0.0031642384871135	1	1
HG796219.1	GCF_000193455.1	0.0031580577520474	1	1
NC_020205.1	GCF_000193455.1	0.0030724279030793	0	0
NC_047930.1	GCF_000193455.1	0.0018184028199829	0	0
NC_011201.1	GCF_000193455.1	0.0017363448548016	0	0
NC_022987.1	GCF_000193455.1	0.0014519248975876	0	0
NC_048029.1	GCF_000193455.1	0.0014206532488334	0	0
NC_030928.1	GCF_000193455.1	0.0013294520079359	0	0
NC_030937.1	GCF_000193455.1	0.0013171072251592	0	0
NC_005886.2	GCF_000193455.1	0.0008586516593177	0	1
NC_003216.1	GCF_000196035.1	0.6072085458196601	1	1
NC_009810.1	GCF_000196035.1	0.265576329534052	1	1
NC_028929.1	GCF_000196035.1	0.237801225741554	1	1
NC_024384.1	GCF_000196035.1	0.188280104966469	1	1
NC_028871.1	GCF_000196035.1	0.0720455928318399	1	1
NC_009815.1	GCF_000196035.1	0.057192319798552	1	1
NC_049900.1	GCF_000196035.1	0.0428110199017321	1	1
NC_024387.1	GCF_000196035.1	0.0424624203166769	1	1
NC_021539.2	GCF_000196035.1	0.0345538380143696	1	1
NC_003291.2	GCF_000196035.1	0.0310611210059014	1	1
NC_009812.1	GCF_000196035.1	0.0277676196281621	1	1
NC_025440.1	GCF_000196035.1	0.0043162634238552	1	1
NC_024364.1	GCF_000196035.1	0.0036095142172911	1	1
NC_020871.1	GCF_000196035.1	0.0033460291454038	1	1
NC_047872.1	GCF_000196035.1	0.0008617123428202	1	1
NC_047871.1	GCF_000196035.1	0.0008609489783218	1	1
NC_042048.1	GCF_000196035.1	0.0008519238459532	1	1
NC_024360.1	GCF_000196035.1	0.0008519238459532	1	1
GQ478083.1	GCF_000211255.2	0.1488306732780661	1	1
GQ478082.1	GCF_000211255.2	0.1434603670265972	1	1
NC_013648.1	GCF_000211255.2	0.1154588639579543	1	1
NC_028671.2	GCF_000211255.2	0.0597871448732298	1	1
NC_013696.1	GCF_000211255.2	0.0575565270188221	1	1
NC_012419.1	GCF_000211255.2	0.003637082642671	1	1
NC_018273.1	GCF_000211255.2	0.0033165665432617	0	0
MK721199.1	GCF_000211255.2	0.003150165528305	1	1
NC_024378.1	GCF_000211255.2	0.0029840017847581	0	0
NC_024388.1	GCF_000211255.2	0.002983256369995	0	0
NC_024389.1	GCF_000211255.2	0.0029501979813664	0	0
MK360024.1	GCF_000211255.2	0.0028993503355704	1	1
NC_020870.1	GCF_000211255.2	0.0024667345834138	0	0
NC_020880.1	GCF_000211255.2	0.0023834319548731	0	0
NC_055834.1	GCF_000211255.2	0.0022421028218013	1	1
NC_042101.1	GCF_000211255.2	0.0018800886982091	1	1
NC_025465.1	GCF_000211255.2	0.0018766219485374	1	1
NC_042021.1	GCF_000211255.2	0.0018700373993095	1	1
NC_042022.1	GCF_000211255.2	0.0018694043475085	1	1
LC513943.1	GCF_000211255.2	0.0018585457662492	1	1
MK721200.1	GCF_000211255.2	0.0015467155822574	1	1
MK721186.1	GCF_000211255.2	0.0015355555555555	1	1
NC_031051.1	GCF_000211255.2	0.0015184667703582	1	1
MK721191.1	GCF_000211255.2	0.0014870291262135	1	1
NC_042023.1	GCF_000211255.2	0.0014423770373575	1	1
NC_042126.1	GCF_000211255.2	0.0014121454313662	1	1
NC_042125.1	GCF_000211255.2	0.0014071432061367	1	1
NC_027395.1	GCF_000220485.1	0.0005832260400636	0	0
NC_031917.1	GCF_000222975.1	0.0017898590703146	0	0
NC_049834.1	GCF_000222975.1	0.0014565168539325	0	0
NC_047784.1	GCF_000222975.1	0.0012700878686471	0	0
NC_028760.1	GCF_000222975.1	0.0012337667475579	0	0
NC_047825.1	GCF_000222975.1	0.0012191394529549	0	0
NC_049835.1	GCF_000222975.1	0.001212358095448	0	0
NC_031053.1	GCF_000222975.1	0.0012093736992971	0	0
NC_049836.1	GCF_000222975.1	0.0011750581700235	0	0
NC_019538.1	GCF_000222975.1	0.0003797404883858	0	0
NC_048802.1	GCF_000222975.1	0.0003796150974178	0	0
NC_048755.1	GCF_000222975.1	0.0003784349001013	0	0
KC413987.1	GCF_000231865.1	1.0512697342547337	1	1
KC348604.1	GCF_000231865.1	0.6583077364091257	1	1
KC348601.1	GCF_000231865.1	0.4440855890168291	1	1
KC348602.1	GCF_000231865.1	0.3425346803619751	1	1
KC348598.1	GCF_000231865.1	0.0644668588137009	1	1
KC348599.1	GCF_000231865.1	0.0592436437721003	1	1
NC_008721.2	GCF_000231865.1	0.05921604708626	1	1
KC348600.1	GCF_000231865.1	0.0244044718337268	1	1
KC348603.1	GCF_000231905.1	0.9104996698217038	1	1
NC_019418.1	GCF_000231925.1	0.6452043259481788	1	1
KC413988.1	GCF_000231925.1	0.6450282485875706	1	1
NC_022791.1	GCF_000231925.1	0.0817145899665551	0	1
NC_031915.1	GCF_000231925.1	0.0770983709052012	0	1
DQ113772.1	GCF_000231925.1	0.0729255691255495	0	1
NC_031907.1	GCF_000231925.1	0.0459736325005274	0	1
NC_012753.1	GCF_000231925.1	0.0070625618545611	0	1
NC_049451.1	GCF_000240185.1	0.502286916024721	1	1
NC_018843.1	GCF_000240185.1	0.2364437076835207	0	0
NC_049467.1	GCF_000240185.1	0.0043421425337445	1	1
NC_027980.1	GCF_000240185.1	0.0034654369463975	0	0
NC_019514.1	GCF_000240185.1	0.002314301785212	0	0
NC_054460.1	GCF_000240185.1	0.0015278963474184	0	0
NC_031928.1	GCF_000240185.1	0.0008479222766217	0	0
NC_031934.1	GCF_000240185.1	0.0008334536994832	0	0
NC_010105.1	GCF_000240185.1	0.0008321245227916	0	0
NC_054907.1	GCF_000240185.1	0.0006455504247259	0	0
NC_042091.1	GCF_000240185.1	0.0006076998886166	0	0
NC_019500.1	GCF_000240185.1	0.0005694387919031	0	0
NC_055740.1	GCF_000240185.1	0.0005612076396666	0	0
NC_012741.1	GCF_000240185.1	0.0005581962193279	0	0
NC_014260.1	GCF_000240185.1	0.0005555972900326	0	0
NC_055742.1	GCF_000240185.1	0.0005551911775796	0	0
NC_041975.1	GCF_000240185.1	0.0002455989224958	0	0
NC_000929.1	GCF_000258145.1	1.782467376419642	1	1
NC_005056.1	GCF_000258145.1	1.689932841757435	1	1
NC_013594.1	GCF_000258145.1	1.487571336645629	1	1
NC_041848.1	GCF_000258145.1	1.355740705128205	1	1
KC618326.1	GCF_000258145.1	1.355740705128205	1	1
NC_049385.1	GCF_000258145.1	1.289921924574054	1	1
NC_028943.1	GCF_000258145.1	1.2573702568662994	1	1
NC_022750.1	GCF_000258145.1	1.2049995533484004	1	1
NC_028896.1	GCF_000258145.1	1.1293300970160671	1	1
NC_055846.1	GCF_000258145.1	1.1217238680216104	0	0
NC_004745.1	GCF_000258145.1	1.094092913303827	0	0
NC_049388.1	GCF_000258145.1	1.0808120995334372	1	1
NC_055844.1	GCF_000258145.1	1.056976472067654	0	0
NC_049389.1	GCF_000258145.1	0.96654528077615	1	1
NC_049387.1	GCF_000258145.1	0.9362257818045956	1	1
NC_049386.1	GCF_000258145.1	0.918291525932276	1	1
NC_049461.1	GCF_000258145.1	0.9125771112646855	1	1
NC_027382.1	GCF_000258145.1	0.7320106606364077	0	0
NC_019501.1	GCF_000258145.1	0.5323903667456994	1	1
NC_005344.1	GCF_000258145.1	0.3591304787029685	0	0
AF547987.1	GCF_000258145.1	0.3591304787029685	0	0
NC_019769.1	GCF_000258145.1	0.181926584539575	1	1
NC_019709.1	GCF_000258145.1	0.178011534149686	1	1
NC_025830.1	GCF_000258145.1	0.0059039904744579	1	1
NC_054638.1	GCF_000258145.1	0.0019987647919159	0	0
NC_052449.1	GCF_000258145.1	0.001131945384387	0	0
NC_047822.1	GCF_000258145.1	0.0004614825242627	1	1
NC_055728.1	GCF_000258145.1	0.0003763441577268	0	0
NC_041996.1	GCF_000258145.1	0.0002249108806776	0	0
NC_026611.1	GCF_000264765.2	0.0093134183496023	0	1
NC_031016.1	GCF_000269945.1	0.8475405358428725	1	1
NC_029009.1	GCF_000269945.1	0.0007975072668017	0	0
MN027503.1	GCF_000269945.1	0.0007744402408132	0	0
NC_049448.1	GCF_000281535.2	2.781922476161647	1	1
NC_049449.1	GCF_000281535.2	2.399760000000001	1	1
NC_049452.1	GCF_000281535.2	1.549947150640827	1	1
NC_049454.1	GCF_000281535.2	0.5565602305032655	1	1
NC_049453.1	GCF_000281535.2	0.4998219884357571	1	1
NC_004775.2	GCF_000281535.2	0.411993216374269	0	0
NC_019445.1	GCF_000281535.2	0.1650639907109682	0	0
NC_001954.1	GCF_000281535.2	0.0450215921457298	0	0
NC_048805.1	GCF_000281535.2	0.0132030163480667	1	1
NC_048732.1	GCF_000281535.2	0.0126192071756276	1	1
NC_054965.1	GCF_000281535.2	0.006330969240628	1	1
NC_049462.1	GCF_000281535.2	0.0056535030207745	1	1
NC_049472.1	GCF_000281535.2	0.0055461253148418	1	1
NC_047901.1	GCF_000281535.2	0.00526503512821	1	1
NC_047900.1	GCF_000281535.2	0.0047587546278605	1	1
NC_049467.1	GCF_000281535.2	0.0043421425337445	1	1
NC_027980.1	GCF_000281535.2	0.0034654369463975	0	0
NC_054966.1	GCF_000281535.2	0.0028389903315813	1	1
NC_054465.1	GCF_000281535.2	0.0023591811810422	0	0
NC_019514.1	GCF_000281535.2	0.002314301785212	0	0
NC_025436.1	GCF_000281535.2	0.0004110072931611	0	0
NC_048682.1	GCF_000281535.2	0.0003924368992652	0	0
HQ317291.1	GCF_000281535.2	0.0003574292978525	0	0
NC_020859.1	GCF_000281535.2	0.0003574068859374	0	0
HQ317290.1	GCF_000281535.2	0.0003574068859374	0	0
NC_021536.1	GCF_000281535.2	0.0003521585359464	0	0
NC_015287.1	GCF_000281535.2	0.0002408887486151	0	0
HQ317391.1	GCF_000281535.2	0.0002408835767316	0	0
NC_048641.1	GCF_000283675.1	1.894342633088865	1	1
NC_031055.1	GCF_000283675.1	1.838836475909808	1	1
NC_048633.1	GCF_000283675.1	1.4902197315195993	1	1
NC_029024.1	GCF_000283675.1	0.7129540058401911	1	1
NC_011167.1	GCF_000283675.1	0.644310353269057	0	1
NC_049967.1	GCF_000283675.1	0.0105227950699043	1	1
NC_017976.1	GCF_000283675.1	0.0104213708580312	1	1
AJ536073.2	GCF_000283675.1	0.010166457705445	0	1
NC_005258.1	GCF_000283675.1	0.010163734851021	0	1
NC_018285.1	GCF_000305335.2	0.0124681132538397	1	1
NC_013085.1	GCF_000307585.2	0.0002998121406605	0	0
NC_019502.1	GCF_000338755.1	2.669801999054075	1	1
NC_023599.1	GCF_000338755.1	2.4275356545961007	1	1
NC_018085.1	GCF_000338755.1	2.40785368641646	1	1
DQ222851.1	GCF_000338755.1	0.5024367062679229	0	1
NC_007458.1	GCF_000338755.1	0.5010441113467372	0	1
NC_007814.1	GCF_000338755.1	0.4915309495970928	0	1
DQ289556.1	GCF_000338755.1	0.3504088483664678	0	1
NC_007734.1	GCF_000338755.1	0.3204499936378986	0	1
NC_048762.1	GCF_000338755.1	0.1006836130685458	1	1
NC_055908.1	GCF_000338755.1	0.0060619606217616	0	1
NC_022088.2	GCF_000338755.1	0.0029812652512897	1	1
NC_011645.1	GCF_000338755.1	0.0029473302007689	0	1
NC_054962.1	GCF_000344475.3	0.0011176470176053	0	0
NC_054963.1	GCF_000344475.3	0.0010431116342946	0	0
NC_054964.1	GCF_000344475.3	0.0010256565623517	0	0
NC_054724.1	GCF_000344475.3	0.0004118315862227	0	0
NC_055862.1	GCF_000354175.2	0.962497268953463	1	1
NC_005355.1	GCF_000439915.2	0.3840703100273699	0	1
NC_031264.1	GCF_000442985.1	0.0071419723958444	0	0
NC_025427.1	GCF_000442985.1	0.0040288349906432	0	0
JX483877.1	GCF_000442985.1	0.0026176210684964	0	0
NC_041908.1	GCF_000442985.1	0.0024896480440605	0	0
NC_027296.1	GCF_000442985.1	0.0024570681856257	0	0
NC_018087.3	GCF_000442985.1	0.0004487366741257	0	0
NC_048797.1	GCF_000442985.1	0.000279108074488	0	0
NC_042013.1	GCF_000442985.1	0.0001884253028263	0	1
NC_019522.1	GCF_000463345.2	0.1135964172204565	0	0
NC_021560.1	GCF_000463345.2	0.0011751557380136	0	0
NC_020850.1	GCF_000463345.2	0.0011466326158336	0	0
KF751795.1	GCF_000468915.2	0.5428494790637265	1	1
KF751796.1	GCF_000468915.2	0.5422064920048507	1	1
KF751797.1	GCF_000468915.2	0.5356204730880485	1	1
KF751794.1	GCF_000468915.2	0.5119423226438722	1	1
KF751793.1	GCF_000468915.2	0.4957687675276752	1	1
NC_018861.1	GCF_000468915.2	0.003099451980954	1	1
NC_041896.1	GCF_000468915.2	0.003078915217829	1	1
NC_031909.1	GCF_000468915.2	0.0004891411652226	1	1
NC_015464.1	GCF_000468915.2	0.0004887282380906	1	1
NC_042112.1	GCF_000468915.2	0.0004816725051716	1	1
NC_016562.1	GCF_000468915.2	0.0004809172935731	1	1
KF148616.1	GCF_000468915.2	0.000480899168595	1	1
NC_055021.1	GCF_000478385.1	2.205577	1	1
NC_055025.1	GCF_000478385.1	1.9719989005562064	1	1
NC_055020.1	GCF_000478385.1	1.9001981187347687	1	1
NC_055022.1	GCF_000478385.1	1.8587978244914825	1	1
NC_055024.1	GCF_000478385.1	1.3270476890500644	1	1
NC_055023.1	GCF_000478385.1	1.074036538222034	1	1
NC_007047.1	GCF_000478385.1	0.4311750883392226	0	1
NC_007051.1	GCF_000478385.1	0.3975315312938671	0	1
NC_048192.1	GCF_000478385.1	0.2806259778289061	1	1
NC_047814.1	GCF_000478385.1	0.0066868443228454	0	1
NC_031008.1	GCF_000478385.1	0.003140872291585	0	1
NC_047919.1	GCF_000478385.1	0.0031246173947622	0	1
NC_031046.1	GCF_000478385.1	0.0031178867411144	0	1
NC_055814.1	GCF_000478385.1	0.0031055637739258	0	1
NC_023550.1	GCF_000478385.1	0.0030781039789579	0	1
NC_016565.1	GCF_000478385.1	0.0030274460590048	0	1
AB626963.1	GCF_000478385.1	0.0030244495765973	0	1
NC_031940.1	GCF_000493675.1	1.0892208562197092	1	1
NC_029015.2	GCF_000493675.1	0.0834428899698588	1	1
NC_028701.2	GCF_000493675.1	0.0834428899698588	1	1
NC_042097.1	GCF_000493675.1	0.0016779673321234	1	1
NC_055709.1	GCF_000493675.1	0.0014220925215329	0	0
NC_025448.1	GCF_000493675.1	0.001118776297229	0	0
NC_025829.1	GCF_000493675.1	0.0011133367474954	0	0
NC_015457.1	GCF_000493675.1	0.0011071634351701	0	0
NC_042039.1	GCF_000493675.1	0.001104739811045	0	0
NC_054929.1	GCF_000493675.1	0.0011038104709084	0	0
NC_019503.1	GCF_000493675.1	0.0011033066264662	0	0
NC_054917.1	GCF_000493675.1	0.0011017740031479	0	0
NC_031103.1	GCF_000493675.1	0.0011015162391718	0	0
NC_054914.1	GCF_000493675.1	0.0010994963369963	0	0
NC_055723.1	GCF_000493675.1	0.001099127934806	0	0
NC_041919.1	GCF_000493675.1	0.0010922268532832	0	0
NC_054935.2	GCF_000493675.1	0.0010917205496059	0	0
NC_054902.1	GCF_000493675.1	0.0010902303318773	0	0
KM606996.1	GCF_000493675.1	0.0010843649417437	0	0
KM606995.1	GCF_000493675.1	0.0010843649417437	0	0
KM606998.1	GCF_000493675.1	0.0010843585023308	0	0
KM606997.1	GCF_000493675.1	0.0010843585023308	0	0
KM606999.1	GCF_000493675.1	0.0010843198674592	0	0
NC_025419.1	GCF_000493675.1	0.0010843134285816	0	0
NC_054937.1	GCF_000493675.1	0.0010721649454629	1	1
NC_041864.1	GCF_000493675.1	0.0010687201843432	0	0
NC_055781.1	GCF_000493675.1	0.0010619267831921	0	0
NC_054900.1	GCF_000493675.1	0.0010615685032721	0	0
NC_054934.1	GCF_000493675.1	0.0010599241290291	0	0
NC_025449.1	GCF_000493675.1	0.0010552799146195	0	0
HM137666.1	GCF_000493675.1	0.0010549229220932	0	0
KM607003.1	GCF_000493675.1	0.0010546357255305	0	0
NC_008515.1	GCF_000493675.1	0.0010543462535415	0	0
NC_042077.1	GCF_000493675.1	0.0010536348959651	0	0
KM607001.1	GCF_000493675.1	0.0010536031613124	0	0
NC_055724.1	GCF_000493675.1	0.0010535427815489	0	0
NC_054922.1	GCF_000493675.1	0.0010534663337111	0	0
NC_054908.1	GCF_000493675.1	0.0010533937605396	0	0
NC_054925.1	GCF_000493675.1	0.0010531210298465	0	0
NC_054938.1	GCF_000493675.1	0.0010508630675168	0	0
NC_054918.1	GCF_000493675.1	0.0010487215926018	0	0
NC_000866.4	GCF_000493675.1	0.0010485373261576	0	0
NC_054933.1	GCF_000493675.1	0.0010483093298072	0	0
NC_054923.1	GCF_000493675.1	0.0010482535601265	0	0
NC_027353.1	GCF_000493675.1	0.0010469433686693	0	0
NC_054939.1	GCF_000493675.1	0.0010457915538096	0	0
NC_019399.1	GCF_000493675.1	0.0010448606896222	0	0
NC_024125.2	GCF_000493675.1	0.001044712708494	0	0
NC_054901.1	GCF_000493675.1	0.0010441122042073	0	0
NC_054903.1	GCF_000493675.1	0.0010438056259533	0	0
NC_054926.1	GCF_000493675.1	0.0010429421768707	0	0
NC_027404.1	GCF_000493675.1	0.0010424382394135	0	0
NC_055780.1	GCF_000493675.1	0.0010384113299756	0	0
NC_019505.1	GCF_000493675.1	0.0010375469204335	0	0
NC_054915.1	GCF_000493675.1	0.001037446212791	0	0
NC_055741.1	GCF_000493675.1	0.0010373619848387	0	0
NC_054911.1	GCF_000493675.1	0.0010371654075593	0	0
NC_054927.1	GCF_000493675.1	0.0010370420644391	0	0
NC_054920.1	GCF_000493675.1	0.0010369686369834	0	0
NC_054919.1	GCF_000493675.1	0.001035998175658	0	0
NC_031011.1	GCF_000493675.1	0.001034986656252	0	0
NC_030953.1	GCF_000493675.1	0.0010313668326985	0	0
NC_042129.1	GCF_000493675.1	0.00103125845689	0	0
NC_028448.1	GCF_000493675.1	0.00103125845689	0	0
NC_018855.1	GCF_000493675.1	0.0010274905709455	0	0
NC_042130.1	GCF_000493675.1	0.0010257408934954	0	0
NC_028927.1	GCF_000493675.1	0.0010257408934954	0	0
NC_054905.1	GCF_000493675.1	0.0010256182837471	0	0
NC_012635.1	GCF_000493675.1	0.0010255814340178	0	0
NC_027979.1	GCF_000493675.1	0.0010255388032137	0	0
NC_027983.1	GCF_000493675.1	0.0010249016036073	0	0
NC_054944.1	GCF_000493675.1	0.0010247886252682	0	0
NC_031047.1	GCF_000493675.1	0.0010242167828072	0	0
NC_031085.1	GCF_000493675.1	0.0010232427955879	0	0
NC_054904.1	GCF_000493675.1	0.0010232061806474	0	0
NC_054906.1	GCF_000493675.1	0.0010229788153134	0	0
NC_055708.1	GCF_000493675.1	0.0010222812022115	0	0
NC_054945.1	GCF_000493675.1	0.0010217710243646	0	0
NC_054943.1	GCF_000493675.1	0.0010215412279664	0	0
NC_042078.1	GCF_000493675.1	0.0010207742457409	0	0
NC_054913.1	GCF_000493675.1	0.0010199915597268	0	0
NC_024794.1	GCF_000493675.1	0.0010190597544794	0	0
NC_004928.1	GCF_000493675.1	0.0010175879684888	0	0
NC_041863.1	GCF_000493675.1	0.001017017418051	0	0
NC_054941.1	GCF_000493675.1	0.0010168718615441	0	0
NC_029091.1	GCF_000493675.1	0.0010167884292917	0	0
NC_054909.1	GCF_000493675.1	0.0010165836320014	0	0
NC_054940.1	GCF_000493675.1	0.0010114897504978	0	0
NC_055749.1	GCF_000493675.1	0.0010107415157532	0	0
NC_054916.1	GCF_000493675.1	0.0010087196759953	0	0
NC_054899.1	GCF_000493675.1	0.0010058654537033	0	0
NC_055734.1	GCF_000493675.1	0.0010044728548918	0	0
NC_054936.1	GCF_000493675.1	0.0010041343894467	1	1
NC_025437.1	GCF_000493675.1	0.0010019446120358	0	0
NC_041990.1	GCF_000493675.1	0.0010000647522522	0	0
NC_041920.1	GCF_000493675.1	0.0009949296932818	0	0
NC_031090.1	GCF_000493675.1	0.0009921731389391	0	0
KM607002.1	GCF_000493675.1	0.0009899205428192	0	0
NC_031030.1	GCF_000493675.1	0.0009854670117338	0	0
NC_054932.1	GCF_000493675.1	0.0009823799847751	0	0
NC_054928.1	GCF_000493675.1	0.0009488805597201	0	0
NC_054910.1	GCF_000493675.1	0.0009466397072982	0	0
NC_054921.1	GCF_000493675.1	0.0009457409186323	0	0
NC_031095.1	GCF_000493675.1	0.0009386547600706	0	0
NC_055718.1	GCF_000493675.1	0.000925667363456	0	0
NC_014662.1	GCF_000493675.1	0.0009169464177842	0	0
NC_053007.1	GCF_000493675.1	0.000859529147982	1	1
NC_053003.1	GCF_000493675.1	0.0008587997691863	1	1
NC_053002.1	GCF_000493675.1	0.0008573156682027	0	0
NC_048655.1	GCF_000493675.1	0.0008562566627747	1	1
NC_053004.1	GCF_000493675.1	0.000855229177934	1	1
NC_021783.1	GCF_000493675.1	0.0008539879164275	1	1
NC_048683.1	GCF_000493675.1	0.0008473951268525	1	1
NC_053000.1	GCF_000493675.1	0.0008450883463041	1	1
NC_053001.1	GCF_000493675.1	0.0008407356948228	1	1
NC_028750.1	GCF_000493675.1	0.0008245780067128	0	0
NC_041980.1	GCF_000493675.1	0.000813394610213	0	0
NC_023561.1	GCF_000493675.1	0.0008125498049354	0	0
NC_041981.1	GCF_000493675.1	0.0007997450796626	0	0
NC_048645.1	GCF_000493675.1	0.0007914197867425	0	0
NC_014467.1	GCF_000493675.1	0.0007839450641446	0	0
HM134276.1	GCF_000493675.1	0.0007839450641446	0	0
NC_019398.1	GCF_000493675.1	0.0007777638852255	0	0
NC_048646.1	GCF_000493675.1	0.000775453654238	0	0
NC_047885.1	GCF_000493675.1	0.0007112911409195	0	0
NC_028773.1	GCF_000493675.1	0.0007065678442998	0	0
NC_055712.1	GCF_000493675.1	0.000660228848821	0	0
NC_055726.1	GCF_000493675.1	0.0006524204099433	0	0
NC_014036.1	GCF_000493675.1	0.0006494872044761	0	0
NC_020080.1	GCF_000493675.1	0.0005865665976733	0	0
NC_030931.1	GCF_000496605.2	0.5353604714480189	1	1
NC_031091.1	GCF_000496605.2	0.203294213554544	1	1
NC_016765.1	GCF_000496605.2	0.1467857368947135	1	1
NC_002484.2	GCF_000496605.2	0.1351868447169744	1	1
NC_030929.1	GCF_000496605.2	0.1259575889706932	1	1
NC_007805.1	GCF_000496605.2	0.123376484093982	1	1
NC_016762.1	GCF_000496605.2	0.1107829937926121	1	1
JX403939.1	GCF_000496605.2	0.093061833498714	1	1
NC_027986.1	GCF_000496605.2	0.0306798328805044	1	1
NC_027992.1	GCF_000496605.2	0.0304067349312297	1	1
NC_028667.1	GCF_000496605.2	0.0269125875786123	1	1
NC_006548.1	GCF_000496605.2	0.023309812430084	1	1
NC_011373.1	GCF_000496605.2	0.0232979877112135	1	1
NC_028657.1	GCF_000496605.2	0.0201656657200545	1	1
NC_024123.1	GCF_000496605.2	0.0047605109728136	1	1
LN610576.1	GCF_000496605.2	0.0043494207995406	1	1
NC_026587.1	GCF_000496605.2	0.004215726642395	1	1
LN610581.1	GCF_000496605.2	0.0042089874001938	1	1
NC_054149.1	GCF_000496605.2	0.003679233302296	1	1
NC_023575.1	GCF_000496605.2	0.002182192755214	1	1
LN610583.1	GCF_000496605.2	0.001972306867328	1	1
NC_053014.1	GCF_000496605.2	0.0018913616335303	0	0
NC_022966.1	GCF_000496605.2	0.0018345980597946	1	1
NC_053015.1	GCF_000496605.2	0.0018027883154354	0	0
NC_013691.1	GCF_000496605.2	0.0012335667080546	1	1
NC_041877.1	GCF_000496605.2	0.0010387269156892	1	1
NC_029017.1	GCF_000496605.2	0.0009589057477526	1	1
NC_022970.1	GCF_000496605.2	0.0007083101581211	1	1
KC862296.1	GCF_000496605.2	0.0007083101581211	1	1
NC_053013.1	GCF_000496605.2	0.0005923532579429	1	1
NC_011165.1	GCF_000496605.2	0.0005804848898753	1	1
NC_048676.1	GCF_000496605.2	0.0005679666499612	1	1
NC_028971.1	GCF_000496605.2	0.0005656985978127	1	1
NC_011703.1	GCF_000496605.2	0.0005646395410281	1	1
NC_017674.1	GCF_000496605.2	0.0005642987551867	1	1
NC_051623.1	GCF_000523235.1	0.0046533248730964	0	0
NC_051603.1	GCF_000523235.1	0.0046440080620053	0	0
NC_051600.1	GCF_000523235.1	0.0043908771199667	0	0
NC_023744.1	GCF_000523235.1	0.0043375044563279	0	0
NC_051605.1	GCF_000523235.1	0.0027959637508837	0	0
NC_051617.1	GCF_000523235.1	0.0025714824302769	0	0
NC_023498.1	GCF_000523235.1	0.0025165709345884	0	0
NC_051620.1	GCF_000523235.1	0.0024813634424131	0	0
NC_051607.1	GCF_000523235.1	0.0024546754554015	0	0
NC_023724.1	GCF_000523235.1	0.0023813840072391	0	0
NC_051608.1	GCF_000523235.1	0.0022972000259017	0	0
KM233455.1	GCF_000523235.1	0.0014312433421427	0	0
NC_031253.1	GCF_000523235.1	0.001427489978415	0	0
NC_054760.1	GCF_000523235.1	0.0013998540552363	0	0
NC_021535.1	GCF_000523235.1	0.0013891919730065	0	0
NC_042311.1	GCF_000523235.1	0.0013841392733564	0	0
NC_042310.1	GCF_000523235.1	0.001383785600566	0	0
KP027202.1	GCF_000523235.1	0.001383785600566	0	0
NC_028798.1	GCF_000523235.1	0.001383649620691	0	0
KC661272.1	GCF_000523235.1	0.0013185734216266	0	0
