host	virus	score	rank	species_tag	genus_tag
GCF_000026185.1	NC_049944.1	0.0013594055213274	64	0	0
GCF_000026185.1	NC_026014.1	0.0013513961020829	45	0	0
GCF_000026185.1	NC_049923.1	0.0013303672808764	59	0	0
GCF_000026185.1	NC_049943.1	0.0013257874510899	69	0	0
GCF_000026185.1	NC_027984.1	0.0012968526449017	64	0	0
GCF_000026185.1	NC_049945.1	0.0012929967674462	70	0	0
GCF_000026185.1	NC_049941.1	0.0012824224188183	69	0	0
GCF_000026185.1	NC_008464.1	0.0012417173544938	63	0	0
GCF_000026185.1	NC_019442.1	0.0012358701650612	64	0	0
GCF_000026185.1	NC_000902.1	0.0012273730760395	62	0	0
GCF_000026185.1	NC_028660.1	0.0012255029081674	56	0	0
GCF_000026185.1	NC_041935.1	0.001220364321608	63	0	0
GCF_000026185.1	NC_049925.1	0.0012146568691133	64	0	0
GCF_000026185.1	NC_000924.1	0.0012128842224744	60	0	0
GCF_000026185.1	AP004402.1	0.0012110186999109	61	0	0
GCF_000026185.1	NC_049918.1	0.001206039503386	62	0	0
GCF_000026185.1	NC_049917.1	0.0011935688070466	60	0	0
GCF_000026185.1	NC_004914.3	0.0011928455012279	63	0	0
GCF_000026185.1	NC_049922.1	0.0011906429276368	62	0	0
GCF_000026185.1	NC_010237.1	0.0011798812209164	63	0	0
GCF_000026185.1	NC_028449.1	0.001176651669839	63	0	0
GCF_000026185.1	NC_003356.1	0.0011626954785672	65	0	0
GCF_000026185.1	NC_049924.1	0.001152520338983	66	0	0
GCF_000026185.1	NC_028656.1	0.0011340849063755	64	0	0
GCF_000026185.1	NC_011357.1	0.001044301736206	67	0	0
GCF_000026185.1	NC_050154.1	0.0008567906624688	32	0	0
GCF_000026185.1	NC_005856.1	0.0008238837552742	47	0	0
GCF_000026185.1	NC_048861.1	0.0008125035828464	3	0	0
GCF_000026185.1	NC_048664.1	0.0008000499337834	3	0	0
GCF_000026185.1	NC_031129.1	0.0007550309826477	53	0	0
GCF_000026185.1	NC_025830.1	0.0007003588615654	24	0	0
GCF_000026185.1	NC_042128.1	0.0006782585060006	48	0	0
GCF_000026185.1	NC_042044.1	0.0005385286493475	16	0	0
GCF_000026185.1	NC_026607.2	0.0005365383893842	16	0	0
GCF_000026185.1	NC_015296.1	0.0005042626750116	13	0	0
GCF_000026185.1	NC_025446.1	0.0005034708978564	13	0	0
GCF_000026185.1	NC_028820.1	0.0004885571341324	16	0	0
GCF_000026185.1	NC_048736.1	0.0004830482189237	15	0	0
GCF_000026185.1	NC_028857.1	0.0004776322995605	12	0	0
GCF_000026185.1	NC_019909.1	0.0004756620796284	21	0	0
GCF_000026185.1	NC_049440.1	0.0004618676967398	18	0	0
GCF_000026185.1	NC_019398.1	0.0004382888216708	9	0	0
GCF_000026185.1	NC_049443.1	0.0004320554807884	17	0	0
GCF_000026185.1	NC_014467.1	0.0004293277824286	10	0	0
GCF_000026185.1	HM134276.1	0.0004293277824286	10	0	0
GCF_000026185.1	NC_049504.1	0.0004266786218474	17	0	0
GCF_000026185.1	NC_049439.1	0.0004256608513607	17	0	0
GCF_000026185.1	NC_049382.1	0.0004255663590524	16	0	0
GCF_000026185.1	NC_031045.1	0.0004250541319565	17	0	0
GCF_000026185.1	NC_049495.1	0.0004244303453161	17	0	0
GCF_000026185.1	NC_049506.1	0.0004240467673639	17	0	0
GCF_000026185.1	NC_049427.1	0.000422953498194	17	0	0
GCF_000026185.1	NC_049496.1	0.0004222800392719	18	0	0
GCF_000026185.1	NC_023561.1	0.0004189885500588	6	0	0
GCF_000026185.1	NC_029042.1	0.0003857592470972	20	0	0
GCF_000026185.1	NC_048673.1	0.0003635790178707	16	0	0
GCF_000026185.1	NC_048674.1	0.0003634288595972	16	0	0
GCF_000026185.1	NC_048802.1	0.0003589424277601	6	0	0
GCF_000026185.1	NC_048755.1	0.0003578265003565	4	0	0
GCF_000026185.1	NC_048804.1	0.0003576050412287	6	0	0
GCF_000026185.1	NC_019925.1	0.0003391614346539	5	0	0
GCF_000026185.1	NC_019538.1	0.0003370193274446	6	0	0
GCF_000026185.1	NC_015251.1	0.0003273405915087	12	0	0
GCF_000026185.1	NC_042060.1	0.0002680565188214	4	0	0
GCF_000026185.1	NC_016571.1	0.0002588082821493	13	0	0
GCF_000026185.1	NC_004629.1	0.0002550607489637	4	0	0
GCF_000026185.1	AF399011.1	0.0002550607489637	4	0	0
GCF_000027065.2	NC_019927.1	0.2280417046480855	1	0	1
GCF_000027065.2	NC_019934.1	0.2268121254998462	3	0	1
GCF_000027065.2	NC_049451.1	0.1810837643888579	8	0	0
GCF_000027065.2	NC_047833.1	0.1396390497484628	17	0	0
GCF_000027065.2	NC_028943.1	0.1372218695488593	16	0	0
GCF_000027065.2	NC_001317.1	0.1275796342737722	17	0	0
GCF_000027065.2	NC_029003.2	0.1247068186863081	16	0	0
GCF_000027065.2	NC_041848.1	0.1199234278846153	17	0	0
GCF_000027065.2	KC618326.1	0.1199234278846153	17	0	0
GCF_000027065.2	NC_004745.1	0.1151043510804478	16	0	0
GCF_000027065.2	NC_021774.1	0.1141692152511599	17	0	0
GCF_000027065.2	NC_049385.1	0.1128494193095526	17	0	0
GCF_000027065.2	NC_022750.1	0.1120936362555013	17	0	0
GCF_000027065.2	NC_055844.1	0.1108110440441384	16	0	0
GCF_000027065.2	JF314845.1	0.1105808338597599	3	0	1
GCF_000027065.2	NC_055846.1	0.1101394279006946	17	0	0
GCF_000027065.2	NC_055845.1	0.1090989299851558	18	0	0
GCF_000027065.2	NC_049386.1	0.1074684189578103	18	0	0
GCF_000027065.2	NC_049387.1	0.1067261037424497	16	0	0
GCF_000027065.2	NC_001895.1	0.1054682671985235	18	0	0
GCF_000027065.2	AF063097.1	0.1054682671985235	18	0	0
GCF_000027065.2	NC_028896.1	0.1048170053557766	17	0	0
GCF_000027065.2	NC_049390.1	0.1038184638334145	16	0	0
GCF_000027065.2	NC_049389.1	0.1028286526599845	17	0	0
GCF_000027065.2	NC_049457.1	0.101090628568048	18	0	0
GCF_000027065.2	NC_005056.1	0.1010125951535919	17	0	0
GCF_000027065.2	NC_049388.1	0.0994749051321928	17	0	0
GCF_000027065.2	NC_049461.1	0.0975639655714016	18	0	0
GCF_000027065.2	NC_019708.1	0.0832890964223965	10	0	0
GCF_000027065.2	NC_019932.1	0.0674228923690975	6	0	0
GCF_000027065.2	NC_049448.1	0.0423276184349931	22	0	0
GCF_000027065.2	NC_047753.1	0.0419827969207169	24	0	0
GCF_000027065.2	NC_019488.1	0.0382683867280241	24	0	0
GCF_000027065.2	NC_028696.2	0.0377934205815472	17	0	0
GCF_000027065.2	NC_049454.1	0.0359838907769142	23	0	0
GCF_000027065.2	NC_010463.1	0.0349998302317988	27	0	0
GCF_000027065.2	NC_031019.1	0.0246846851156449	14	0	0
GCF_000027065.2	NC_042346.1	0.0239591851943244	13	0	0
GCF_000027065.2	NC_002371.2	0.0234982240437158	16	0	0
GCF_000027065.2	BK000583.1	0.0234982240437158	16	0	0
GCF_000027065.2	AF527608.1	0.0234982240437158	16	0	0
GCF_000027065.2	NC_030931.1	0.0204906651381624	2	0	0
GCF_000027065.2	NC_021857.1	0.018922928028933	26	0	0
GCF_000027065.2	NC_003444.1	0.018817103091115	31	0	0
GCF_000027065.2	NC_047875.1	0.0168118715853841	17	0	0
GCF_000027065.2	NC_049452.1	0.0148808315274596	27	0	0
GCF_000027065.2	NC_019721.1	0.0138441979564815	17	0	0
GCF_000027065.2	KF030445.1	0.0137824725936252	36	0	0
GCF_000027065.2	NC_049449.1	0.0136538876429079	28	0	0
GCF_000027065.2	NC_004348.1	0.0132161906634873	17	0	0
GCF_000027065.2	NC_019716.1	0.0130848133003819	42	0	0
GCF_000027065.2	NC_009514.1	0.0130104693647519	41	0	0
GCF_000027065.2	NC_019769.1	0.0125122536187249	30	0	0
GCF_000027065.2	NC_049926.1	0.0120469359262645	28	0	0
GCF_000027065.2	NC_011976.1	0.0117810312441882	21	0	0
GCF_000027065.2	NC_049954.1	0.0117413834796996	36	0	0
GCF_000027065.2	NC_049941.1	0.0113671407262627	38	0	0
GCF_000027065.2	NC_049955.1	0.0113391457418788	36	0	0
GCF_000027065.2	NC_002730.1	0.0112409170431104	19	0	0
GCF_000027065.2	NC_049453.1	0.0102335608657831	46	0	0
GCF_000027065.2	NC_019709.1	0.0101757788630403	27	0	0
GCF_000027065.2	NC_031946.1	0.0101678312686991	22	0	0
GCF_000027065.2	NC_030919.1	0.0096944127493045	33	0	0
GCF_000027065.2	NC_014900.1	0.0095500658761528	18	0	0
GCF_000027065.2	NC_005841.1	0.0094566210045662	30	0	0
GCF_000027065.2	NC_011802.1	0.0093326100951336	29	0	0
GCF_000027065.2	NC_016160.1	0.0092960737568533	30	0	0
GCF_000027065.2	NC_019719.1	0.0089841620111731	31	0	0
GCF_000027065.2	NC_019723.1	0.0085024625185814	45	0	0
GCF_000027065.2	NC_019711.1	0.0084668617831162	40	0	0
GCF_000027065.2	NC_006949.1	0.0081497417910447	33	0	0
GCF_000027065.2	NC_047818.1	0.0079071896243291	42	0	0
GCF_000027065.2	NC_055722.1	0.0074605821128077	6	0	0
GCF_000027065.2	NC_004313.1	0.0073825001868041	40	0	0
GCF_000027065.2	NC_015273.1	0.0073207909149982	6	0	0
GCF_000027065.2	NC_049343.1	0.0073002100420689	23	0	0
GCF_000027065.2	NC_029120.1	0.0069735351129363	26	0	0
GCF_000027065.2	NC_027339.1	0.0067989554299408	44	0	0
GCF_000027065.2	NC_019710.1	0.0067378064357651	34	0	0
GCF_000027065.2	NC_049945.1	0.0064267717678784	48	0	0
GCF_000027065.2	NC_025434.1	0.0063192877079379	27	0	0
GCF_000027065.2	NC_019527.1	0.0061120835342472	1	0	0
GCF_000027065.2	NC_026611.1	0.0055926916923647	8	0	0
GCF_000027065.2	NC_031940.1	0.0053273067528271	36	0	0
GCF_000027065.2	NC_055863.1	0.0049895967190704	19	0	0
GCF_000027065.2	NC_022749.1	0.0049047675939433	52	0	0
GCF_000027065.2	NC_049947.1	0.004528456416076	48	0	0
GCF_000027065.2	NC_049342.1	0.0043952117205645	52	0	0
GCF_000027065.2	NC_048088.1	0.0043427903309471	1	0	1
GCF_000027065.2	NC_027398.1	0.0042948621650921	25	0	0
GCF_000027065.2	CP000711.1	0.0041185813415574	32	0	0
GCF_000027065.2	NC_013059.1	0.0040120854179377	28	0	0
GCF_000027065.2	NC_009234.1	0.0039088917489717	31	0	0
GCF_000027065.2	NC_009236.1	0.0038077868629054	35	0	0
GCF_000027065.2	NC_055911.1	0.0037031224322103	35	0	0
GCF_000027065.2	NC_002167.1	0.0036996405919661	39	0	0
GCF_000027065.2	CP008753.1	0.003683118971061	37	0	0
GCF_000027065.2	JX681814.1	0.0036825318170948	37	0	0
GCF_000027065.2	NC_007145.2	0.0036823361407051	37	0	0
GCF_000027065.2	NC_054654.1	0.0036324264705882	4	0	0
GCF_000027065.2	NC_005344.1	0.0035347427195656	31	0	0
GCF_000027065.2	AF547987.1	0.0035347427195656	31	0	0
GCF_000027065.2	NC_054653.1	0.0035091923002306	5	0	0
GCF_000027065.2	NC_054652.1	0.0034708286609674	3	0	0
GCF_000027065.2	NC_049952.1	0.0034697208949408	49	0	0
GCF_000027065.2	NC_002166.1	0.0032856526220215	39	0	0
GCF_000027065.2	NC_049951.1	0.0031594748504848	50	0	0
GCF_000027065.2	NC_019545.1	0.0029965574912891	51	0	0
GCF_000027065.2	NC_049925.1	0.0029765102305943	38	0	0
GCF_000027065.2	NC_016158.1	0.0029369573987413	35	0	0
GCF_000027065.2	NC_015266.1	0.0029341693995808	31	0	0
GCF_000027065.2	NC_019706.1	0.0028890631136044	38	0	0
GCF_000027065.2	NC_055793.1	0.0027953549500608	43	0	0
GCF_000027065.2	NC_029015.2	0.0027933764063385	49	0	0
GCF_000027065.2	NC_028701.2	0.0027933764063385	49	0	0
GCF_000027065.2	NC_047752.1	0.0027617688155839	35	0	0
GCF_000027065.2	NC_003278.1	0.0027403145025295	48	0	0
GCF_000027065.2	NC_019715.1	0.0027238769013088	41	0	0
GCF_000027065.2	NC_048109.1	0.0026243645025839	35	0	0
GCF_000027065.2	NC_019768.1	0.0025997299122214	42	0	0
GCF_000027065.2	NC_049923.1	0.0025399388161639	36	0	0
GCF_000027065.2	NC_049921.1	0.0024999653379549	39	0	0
GCF_000027065.2	NC_049944.1	0.0023861637860531	51	0	0
GCF_000027065.2	NC_025115.1	0.0023798810059497	49	0	0
GCF_000027065.2	NC_008464.1	0.0023706105780404	42	0	0
GCF_000027065.2	NC_049432.1	0.0023479470350301	51	0	0
GCF_000027065.2	NC_009382.1	0.0023478952528379	49	0	0
GCF_000027065.2	NC_000924.1	0.0023156400194584	41	0	0
GCF_000027065.2	AP004402.1	0.0023120783615316	40	0	0
GCF_000027065.2	NC_049943.1	0.0022934231763555	55	0	0
GCF_000027065.2	NC_049942.1	0.0022886300220287	55	0	0
GCF_000027065.2	NC_049922.1	0.0022731769125465	42	0	0
GCF_000027065.2	NC_011356.1	0.0022698280384727	54	0	0
GCF_000027065.2	NC_004913.3	0.0022365554738916	44	0	0
GCF_000027065.2	NC_049919.1	0.0022091637970242	39	0	0
GCF_000027065.2	NC_000902.1	0.0021970665550851	52	0	0
GCF_000027065.2	KJ909655.1	0.0021900588841454	48	0	0
GCF_000027065.2	NC_004914.3	0.0021352602621758	47	0	0
GCF_000027065.2	NC_011357.1	0.002112634399086	53	0	0
GCF_000027065.2	NC_019714.1	0.0020652631578947	42	0	0
GCF_000027065.2	NC_019705.1	0.0020124513016331	45	0	0
GCF_000027065.2	NC_019767.1	0.0020071961150541	43	0	0
GCF_000027065.2	NC_009542.2	0.0020068777401794	18	0	0
GCF_000027065.2	NC_049917.1	0.0019148950022339	50	0	0
GCF_000027065.2	NC_015265.1	0.0019012826297131	47	0	0
GCF_000027065.2	NC_010391.1	0.0018819464925215	56	0	0
GCF_000027065.2	NC_049946.1	0.0018345981125935	57	0	0
GCF_000027065.2	NC_003356.1	0.0018086609512624	43	0	0
GCF_000027065.2	NC_019509.1	0.0018080039091131	4	0	1
GCF_000027065.2	NC_054647.1	0.0017457623382634	9	0	0
GCF_000027065.2	NC_027984.1	0.0017356173171281	55	0	0
GCF_000027065.2	NC_054636.1	0.0017306798122874	11	0	0
GCF_000027065.2	NC_054651.1	0.0017227805515674	16	0	0
GCF_000027065.2	NC_054637.1	0.001716820190891	9	0	0
GCF_000027065.2	NC_049920.1	0.0017149817546384	54	0	0
GCF_000027065.2	NC_054643.1	0.0016603458456347	3	0	0
GCF_000027065.2	NC_049429.1	0.0016136844080305	39	0	0
GCF_000027065.2	NC_010237.1	0.0015790709046454	55	0	0
GCF_000027065.2	NC_049924.1	0.0015424530046224	60	0	0
GCF_000027065.2	NC_054639.1	0.0015318346591268	7	0	0
GCF_000027065.2	NC_016765.1	0.0015271112838738	12	0	0
GCF_000027065.2	NC_001901.1	0.0015180450673854	49	0	0
GCF_000027065.2	NC_008193.1	0.0015144336993935	19	0	0
GCF_000027065.2	NC_049391.1	0.0014824946091644	39	0	0
GCF_000027065.2	NC_042057.1	0.0014816149097262	53	0	0
GCF_000027065.2	NC_002484.2	0.0014621036401658	3	0	0
GCF_000027065.2	NC_019442.1	0.0014076757596285	56	0	0
GCF_000027065.2	NC_048732.1	0.0013987542313177	7	0	0
GCF_000027065.2	NC_054644.1	0.0013836524890736	4	0	0
GCF_000027065.2	NC_019704.1	0.0013633852394366	58	0	0
GCF_000027065.2	NC_019717.1	0.0013578062866463	56	0	0
GCF_000027065.2	NC_049918.1	0.0013544385682038	55	0	0
GCF_000027065.2	NC_041935.1	0.001350904522613	56	0	0
GCF_000027065.2	NC_054640.1	0.0013440298229263	8	0	0
GCF_000027065.2	NC_019501.1	0.0013318347374262	35	0	0
GCF_000027065.2	NC_054147.1	0.0013214769622161	3	0	0
GCF_000027065.2	NC_028449.1	0.0013214346615488	56	0	0
GCF_000027065.2	NC_026014.1	0.0013207217847769	48	0	0
GCF_000027065.2	NC_054641.1	0.0013084512837393	6	0	0
GCF_000027065.2	NC_054650.1	0.0013070530209617	6	0	0
GCF_000027065.2	NC_028656.1	0.0012736302024107	58	0	0
GCF_000027065.2	NC_004813.1	0.0012721814258587	57	0	0
GCF_000027065.2	NC_003315.1	0.0012568585755998	27	0	0
GCF_000027065.2	NC_028685.1	0.0012425741833861	63	0	0
GCF_000027065.2	NC_054648.1	0.0012278310132047	17	0	0
GCF_000027065.2	NC_043469.1	0.0012164280309644	3	0	0
GCF_000027065.2	NC_054645.1	0.0012003034181757	7	0	0
GCF_000027065.2	NC_019720.1	0.0011967796917497	54	0	0
GCF_000027065.2	NC_049949.1	0.0011566884438256	61	0	0
GCF_000027065.2	NC_028660.1	0.0011354141066601	61	0	0
GCF_000027065.2	NC_049948.1	0.0010772852411921	65	0	0
GCF_000027065.2	NC_019423.1	0.0010458867300537	4	0	0
GCF_000027065.2	NC_041906.1	0.0010392775552797	2	0	0
GCF_000027065.2	NC_016762.1	0.0010298605881754	12	0	0
GCF_000027065.2	NC_021190.1	0.0010010834236186	57	0	0
GCF_000027065.2	NC_001416.1	0.000989669704342	56	0	0
GCF_000027065.2	NC_030929.1	0.0009871217343421	14	0	0
GCF_000027065.2	NC_049472.1	0.0009851175720638	2	0	0
GCF_000027065.2	NC_027381.1	0.0009829240108242	2	0	0
GCF_000027065.2	NC_027368.1	0.0009755232351897	7	0	0
GCF_000027065.2	NC_028808.2	0.0009334538201293	1	0	0
GCF_000027065.2	NC_019522.1	0.0009080686837	31	0	0
GCF_000027065.2	NC_049499.1	0.0008830408589239	1	0	0
GCF_000027065.2	NC_044940.1	0.0008816276536714	5	0	0
GCF_000027065.2	NC_020204.1	0.0008788282050231	1	0	0
GCF_000027065.2	NC_049440.1	0.0008313703806577	1	0	0
GCF_000027065.2	NC_042047.1	0.0008306889207295	1	0	0
GCF_000027065.2	NC_049443.1	0.0008287686175521	1	0	0
GCF_000027065.2	NC_049504.1	0.0008184547292914	1	0	0
GCF_000027065.2	NC_027119.1	0.000817186757927	1	0	0
GCF_000027065.2	NC_049439.1	0.0008165024424284	1	0	0
GCF_000027065.2	NC_049500.1	0.0008160402684563	1	0	0
GCF_000027065.2	NC_019530.1	0.0008157003517444	1	0	0
GCF_000027065.2	NC_031128.1	0.000814172987266	1	0	0
GCF_000027065.2	NC_029042.1	0.0008135593911995	1	0	0
GCF_000027065.2	NC_049427.1	0.0008113091988729	1	0	0
GCF_000027065.2	NC_049497.1	0.0008024019950124	1	0	0
GCF_000027065.2	NC_015296.1	0.0007914206582155	1	0	0
GCF_000027065.2	NC_047901.1	0.0007833113980709	2	0	0
GCF_000027065.2	NC_047900.1	0.000778679078625	2	0	0
GCF_000027065.2	NC_049502.1	0.0007679216037917	1	0	0
GCF_000027065.2	NC_049505.1	0.0007661968085106	1	0	0
GCF_000027065.2	NC_049503.1	0.0007646817303461	1	0	0
GCF_000027065.2	NC_049437.1	0.0007636492519727	1	0	0
GCF_000027065.2	NC_049496.1	0.000761509704705	1	0	0
GCF_000027065.2	NC_022768.1	0.0007608168014427	1	0	0
GCF_000027065.2	NC_022772.1	0.0007528503626757	1	0	0
GCF_000027065.2	NC_016570.1	0.0007482271270914	1	0	0
GCF_000027065.2	NC_025446.1	0.0007482081013044	1	0	0
GCF_000027065.2	NC_049382.1	0.0007465139377794	1	0	0
GCF_000027065.2	NC_031045.1	0.0007456154065439	1	0	0
GCF_000027065.2	NC_049495.1	0.0007445211813748	1	0	0
GCF_000027065.2	NC_049506.1	0.0007438483220628	1	0	0
GCF_000027065.2	NC_049428.1	0.0007287780956272	1	0	0
GCF_000027065.2	NC_049396.1	0.0004636571829996	1	0	0
GCF_000027065.2	NC_047932.1	0.0003647816659332	10	0	0
GCF_000027065.2	NC_049462.1	0.0003626078825416	12	0	0
GCF_000027065.2	NC_048186.1	0.0003606280302887	14	0	0
GCF_000027065.2	NC_049384.1	0.0003284358633044	11	0	0
GCF_000027065.2	NC_013693.1	0.0003272139032694	11	0	0
GCF_000027065.2	NC_049455.1	0.0003256701206261	11	0	0
GCF_000046845.1	NC_019541.1	0.0016732274490785	5	0	1
GCF_000063585.1	NC_028991.1	0.1260739731486313	1	0	1
GCF_000063585.1	NC_029022.1	0.0755049429576714	1	0	1
GCF_000063585.1	NC_030950.1	0.0176801880051042	2	0	1
GCF_000063585.1	NC_030949.1	0.0176801880051042	2	0	1
GCF_000063585.1	NC_029006.1	0.0145081612189451	2	0	1
GCF_000063585.1	NC_029004.1	0.0061781749836565	2	0	1
GCF_000063585.1	LN681534.1	0.0043008674567744	2	0	0
GCF_000063585.1	NC_049376.1	0.0031431255337318	2	0	0
GCF_000063585.1	NC_049374.1	0.0029542061556509	4	0	0
GCF_000063585.1	NC_021325.1	0.0026440925130408	2	0	1
GCF_000063585.1	NC_048643.1	0.0018495982610413	2	0	0
GCF_000063585.1	NC_028764.1	0.0017397803958147	2	0	0
GCF_000063585.1	NC_048642.1	0.0017221109148568	2	0	0
GCF_000063585.1	NC_030951.1	0.0016317056716261	9	0	1
GCF_000063585.1	NC_030947.1	0.0016317056716261	9	0	1
GCF_000063585.1	NC_019421.1	0.0012728483758988	2	0	0
GCF_000063585.1	NC_028959.1	0.0011787139549568	3	0	0
GCF_000063585.1	NC_007917.1	0.0011551949367088	2	0	0
GCF_000063585.1	NC_009231.1	0.0010895463228271	3	0	0
GCF_000063585.1	DQ466086.1	0.0010895463228271	3	0	0
GCF_000063585.1	NC_048762.1	0.0010570609785393	15	0	0
GCF_000063585.1	NC_014457.1	0.0009290790384972	2	0	1
GCF_000069965.1	NC_049449.1	0.0095293320934303	32	0	0
GCF_000069965.1	NC_047818.1	0.0063506887298747	46	0	0
GCF_000069965.1	NC_049452.1	0.0053930320104018	42	0	0
GCF_000069965.1	NC_047753.1	0.0052067579467659	60	0	0
GCF_000069965.1	NC_047833.1	0.0040146365041265	52	0	0
GCF_000069965.1	NC_010463.1	0.0035587593862226	63	0	0
GCF_000069965.1	NC_049947.1	0.0034430207909556	52	0	0
GCF_000069965.1	NC_049949.1	0.0034401572239477	50	0	0
GCF_000069965.1	NC_049946.1	0.0032664281646599	52	0	0
GCF_000069965.1	NC_049948.1	0.0031379427841838	55	0	0
GCF_000069965.1	NC_049453.1	0.0029268791894796	65	0	0
GCF_000069965.1	NC_049385.1	0.0027789231701869	59	0	0
GCF_000069965.1	NC_055846.1	0.0027496655518394	50	0	0
GCF_000069965.1	NC_049388.1	0.0027090827371695	58	0	0
GCF_000069965.1	NC_049386.1	0.002666615945135	57	0	0
GCF_000069965.1	NC_001895.1	0.0025927130652219	61	0	0
GCF_000069965.1	AF063097.1	0.0025927130652219	61	0	0
GCF_000069965.1	NC_049342.1	0.0024810648561729	62	0	0
GCF_000069965.1	NC_047875.1	0.0024660929276727	41	0	0
GCF_000069965.1	NC_055844.1	0.0024522682259737	56	0	0
GCF_000069965.1	NC_004745.1	0.0024115829211142	62	0	0
GCF_000069965.1	NC_041848.1	0.0023751	61	0	0
GCF_000069965.1	KC618326.1	0.0023751	61	0	0
GCF_000069965.1	NC_008201.1	0.002357686314265	14	0	0
GCF_000069965.1	DQ426904.1	0.002357686314265	14	0	0
GCF_000069965.1	DQ426905.1	0.0023525757225433	14	0	0
GCF_000069965.1	JN255163.1	0.0023445122267346	14	0	0
GCF_000069965.1	NC_049461.1	0.0023277979518753	64	0	0
GCF_000069965.1	NC_049387.1	0.0023072146459929	57	0	0
GCF_000069965.1	NC_021774.1	0.0022998749243494	65	0	0
GCF_000069965.1	NC_049343.1	0.0022638539995762	40	0	0
GCF_000069965.1	NC_001317.1	0.0021551802507836	66	0	0
GCF_000069965.1	NC_028943.1	0.0020932995861408	70	0	0
GCF_000069965.1	NC_049389.1	0.0020882523772809	64	0	0
GCF_000069965.1	NC_005056.1	0.0020684016644229	68	0	0
GCF_000069965.1	NC_055845.1	0.0020504066674913	67	0	0
GCF_000069965.1	NC_049457.1	0.0019996935545892	67	0	0
GCF_000069965.1	NC_019445.1	0.0019404349767774	25	0	0
GCF_000069965.1	NC_029003.2	0.001923884572697	70	0	0
GCF_000069965.1	NC_028896.1	0.0018730466717674	69	0	0
GCF_000069965.1	NC_049390.1	0.0018631819288845	70	0	0
GCF_000069965.1	NC_022750.1	0.0018556964434399	71	0	0
GCF_000069965.1	NC_049923.1	0.0018391642359134	50	0	0
GCF_000069965.1	NC_049921.1	0.0018102195262853	50	0	0
GCF_000069965.1	NC_049920.1	0.0017715161638484	53	0	0
GCF_000069965.1	NC_008464.1	0.0017166102792257	54	0	0
GCF_000069965.1	NC_029120.1	0.0016986475564681	59	0	0
GCF_000069965.1	NC_028660.1	0.0016941946424182	45	0	0
GCF_000069965.1	NC_041935.1	0.0016870908111988	52	0	0
GCF_000069965.1	NC_049919.1	0.0016796369631602	51	0	0
GCF_000069965.1	NC_049925.1	0.0016792005521273	55	0	0
GCF_000069965.1	AP004402.1	0.0016741709706144	52	0	0
GCF_000069965.1	NC_049918.1	0.0016672874879071	51	0	0
GCF_000069965.1	NC_049922.1	0.0016460025150425	54	0	0
GCF_000069965.1	NC_028449.1	0.0016266603218549	51	0	0
GCF_000069965.1	NC_028656.1	0.0015678139640664	53	0	0
GCF_000069965.1	NC_049450.1	0.0013490945149	20	0	0
GCF_000091305.1	NC_048153.1	0.0112364758512136	3	0	1
GCF_000091305.1	NC_018848.1	0.0108185286610656	3	0	1
GCF_000091305.1	NC_047792.1	0.0107598831213475	3	0	1
GCF_000091305.1	NC_047793.1	0.0106273671604488	3	0	1
GCF_000091305.1	NC_031122.1	0.0044738587549244	1	0	0
GCF_000091305.1	NC_031097.1	0.004331893158208	3	0	0
GCF_000091305.1	NC_016654.1	0.004263440492476	3	0	0
GCF_000091305.1	NC_026589.1	0.0041644263146582	2	0	0
GCF_000091305.1	NC_011291.1	0.0036000382514822	2	0	0
GCF_000091305.1	FJ168659.1	0.0036000382514822	2	0	0
GCF_000091305.1	HM152765.1	0.0035825279675174	2	0	0
GCF_000091305.1	NC_016651.1	0.0034689390329362	1	0	0
GCF_000091305.1	NC_016655.1	0.0029449853920766	1	0	0
GCF_000091305.1	NC_023697.1	0.002899648079306	2	0	0
GCF_000091305.1	JN699001.1	0.002899648079306	2	0	0
GCF_000091305.1	NC_055815.1	0.0028924796044499	4	0	0
GCF_000091305.1	NC_047794.1	0.0027277311370882	2	0	1
GCF_000091305.1	NC_031076.1	0.002716024270442	1	0	0
GCF_000091305.1	NC_031108.1	0.0026085206861755	1	0	0
GCF_000091305.1	NC_004683.1	0.0024610902716914	3	0	0
GCF_000091305.1	NC_031233.1	0.0023358360147777	4	0	0
GCF_000091305.1	NC_031061.1	0.0020437573693174	3	0	0
GCF_000091305.1	NC_016569.1	0.0020264746423927	1	0	0
GCF_000091305.1	NC_048072.1	0.0016207125844076	1	0	1
GCF_000091305.1	NC_047795.1	0.0016183283069756	2	0	1
GCF_000091305.1	NC_029005.2	0.0013640576783405	1	0	1
GCF_000091305.1	NC_030917.1	0.0012930598330786	2	0	0
GCF_000091305.1	NC_041882.1	0.001290287501725	5	0	0
GCF_000091305.1	NC_055730.1	0.0012033189276427	5	0	0
GCF_000091305.1	NC_021301.1	0.0011923289326391	5	0	0
GCF_000091305.1	NC_051654.1	0.0011740544134371	4	0	0
GCF_000091305.1	NC_051693.1	0.0011739722528385	5	0	0
GCF_000091305.1	NC_051704.1	0.0011611739258336	6	0	0
GCF_000091305.1	NC_026596.1	0.0011569010727056	3	0	0
GCF_000091305.1	NC_022068.1	0.0011560925520734	6	0	0
GCF_000091305.1	NC_011288.1	0.0011476301072326	4	0	0
GCF_000091305.1	NC_051700.1	0.0011420245753769	5	0	0
