virus	host
NC_004615	NC_021554
NC_004615	NC_022113
NC_004615	NC_003923
NC_004615	NC_002745
NC_004615	NC_002758
NC_004615	NC_010079
NC_004615	NC_017341
NC_004615	NC_017673
NC_004615	NC_017331
NC_004615	NC_017338
NC_004615	NC_016941
NC_004615	NC_017337
NC_004615	NC_018608
NC_004615	NC_021670
NC_004615	NC_017340
NC_004615	NC_022222
NC_004615	NC_022226
NC_004615	NC_022442
NC_004615	NC_022443
NC_004615	NC_022604
NC_004615	NC_007795
NC_004615	NC_002952
NC_004615	NC_002953
NC_004615	NC_002951
NC_004615	NC_007622
NC_004616	NC_007793
NC_004616	NC_009487
NC_004616	NC_009782
NC_004616	NC_013450
NC_004616	NC_017343
NC_004616	NC_017342
NC_004616	NC_017347
NC_004616	NC_017351
NC_004616	NC_017763
NC_004616	NC_017333
NC_004616	NC_017349
NC_004616	NC_020529
NC_004616	NC_020532
NC_004616	NC_020533
NC_004616	NC_020536
NC_004616	NC_020537
NC_004616	NC_020564
NC_004616	NC_020566
NC_004616	NC_020568
NC_004616	NC_021059
NC_004616	NC_009632
NC_004616	NC_009641
NC_004616	NC_016912
NC_004616	NC_016928
NC_004616	NC_021554
NC_004616	NC_022113
NC_004616	NC_003923
NC_004616	NC_002745
NC_004616	NC_002758
NC_004616	NC_010079
NC_004616	NC_017341
NC_004616	NC_017673
NC_004616	NC_017331
NC_004616	NC_017338
NC_004616	NC_016941
NC_004616	NC_017337
NC_004616	NC_018608
NC_004616	NC_021670
NC_004616	NC_017340
NC_004616	NC_022222
NC_004616	NC_022226
NC_004616	NC_022442
NC_004616	NC_022443
NC_004616	NC_022604
NC_004616	NC_007795
NC_004616	NC_002952
NC_004616	NC_002953
NC_004616	NC_002951
NC_004616	NC_007622
NC_004617	NC_007793
NC_004617	NC_009487
NC_004617	NC_009782
NC_004617	NC_013450
NC_004617	NC_017343
NC_004617	NC_017342
NC_004617	NC_017347
NC_004617	NC_017351
NC_004617	NC_017763
NC_004617	NC_017333
NC_004617	NC_017349
NC_004617	NC_020529
NC_004617	NC_020532
NC_004617	NC_020533
NC_004617	NC_020536
NC_004617	NC_020537
NC_004617	NC_020564
NC_004617	NC_020566
NC_004617	NC_020568
NC_004617	NC_021059
NC_004617	NC_009632
NC_004617	NC_009641
NC_004617	NC_016912
NC_004617	NC_016928
NC_004617	NC_021554
NC_004617	NC_022113
NC_004617	NC_003923
NC_004617	NC_002745
NC_004617	NC_002758
NC_004617	NC_010079
NC_004617	NC_017341
NC_004617	NC_017673
NC_004617	NC_017331
NC_004617	NC_017338
NC_004617	NC_016941
NC_004617	NC_017337
NC_004617	NC_018608
NC_004617	NC_021670
NC_004617	NC_017340
NC_004617	NC_022222
NC_004617	NC_022226
NC_004617	NC_022442
NC_004617	NC_022443
NC_004617	NC_022604
NC_004617	NC_007795
NC_004617	NC_002952
NC_004617	NC_002953
NC_004617	NC_002951
NC_004617	NC_007622
NC_004629	NC_008463
NC_004629	NC_009656
NC_004629	NC_011770
NC_004629	NC_017548
NC_004629	NC_020912
NC_004629	NC_021577
NC_004629	NC_017549
NC_004629	NC_018080
NC_004629	NC_022806
NC_004629	NC_022808
NC_004629	NC_023019
NC_004629	NC_023066
NC_004629	NC_023149
NC_004629	NC_002516
NC_004665	NC_010322
NC_004665	NC_010501
NC_004665	NC_015733
NC_004665	NC_017530
NC_004665	NC_017986
NC_004665	NC_018220
NC_004665	NC_019905
NC_004665	NC_002947
NC_004665	NC_021505
NC_004665	NC_021491
NC_004665	NC_009512
NC_004678	NC_007793
NC_004678	NC_009487
NC_004678	NC_009782
NC_004678	NC_013450
NC_004678	NC_017343
NC_004678	NC_017342
NC_004678	NC_017347
NC_004678	NC_017351
NC_004678	NC_017763
NC_004678	NC_017333
NC_004678	NC_017349
NC_004678	NC_020529
NC_004678	NC_020532
NC_004678	NC_020533
NC_004678	NC_020536
NC_004678	NC_020537
NC_004678	NC_020564
NC_004678	NC_020566
NC_004678	NC_020568
NC_004678	NC_021059
NC_004678	NC_009632
NC_004678	NC_009641
NC_004678	NC_016912
NC_004678	NC_016928
NC_004678	NC_021554
NC_004678	NC_022113
NC_004678	NC_003923
NC_004678	NC_002745
NC_004678	NC_002758
NC_004678	NC_010079
NC_004678	NC_017341
NC_004678	NC_017673
NC_004678	NC_017331
NC_004678	NC_017338
NC_004678	NC_016941
NC_004678	NC_017337
NC_004678	NC_018608
NC_004678	NC_021670
NC_004678	NC_017340
NC_004678	NC_022222
NC_004678	NC_022226
NC_004678	NC_022442
NC_004678	NC_022443
NC_004678	NC_022604
NC_004678	NC_007795
NC_004678	NC_002952
NC_004678	NC_002953
NC_004678	NC_002951
NC_004678	NC_007622
NC_004679	NC_007793
NC_004679	NC_009487
NC_004679	NC_009782
NC_004679	NC_013450
NC_004679	NC_017343
NC_004679	NC_017342
NC_004679	NC_017347
NC_004679	NC_017351
NC_004679	NC_017763
NC_004679	NC_017333
NC_004679	NC_017349
NC_004679	NC_020529
NC_004679	NC_020532
NC_004679	NC_020533
NC_004679	NC_020536
NC_004679	NC_020537
NC_004679	NC_020564
NC_004679	NC_020566
NC_004679	NC_020568
NC_004679	NC_021059
NC_004679	NC_009632
NC_004679	NC_009641
NC_004679	NC_016912
NC_004679	NC_016928
NC_004679	NC_021554
NC_004679	NC_022113
NC_004679	NC_003923
NC_004679	NC_002745
NC_004679	NC_002758
NC_004679	NC_010079
NC_004679	NC_017341
NC_004679	NC_017673
NC_004679	NC_017331
NC_004679	NC_017338
NC_004679	NC_016941
NC_004679	NC_017337
NC_004679	NC_018608
NC_004679	NC_021670
NC_004679	NC_017340
NC_004679	NC_022222
NC_004679	NC_022226
NC_004679	NC_022442
NC_004679	NC_022443
NC_004679	NC_022604
NC_004679	NC_007795
NC_004679	NC_002952
NC_004679	NC_002953
NC_004679	NC_002951
NC_004679	NC_007622
NC_004735	NC_015966
NC_004735	NC_013501
NC_004736	NC_012578
NC_004736	NC_012582
NC_004736	NC_012583
NC_004736	NC_012580
NC_004736	NC_012667
NC_004736	NC_012668
NC_004736	NC_016446
NC_004736	NC_016945
NC_004736	NC_017269
NC_004736	NC_017270
NC_004736	NC_016445
NC_004736	NC_016944
NC_004736	NC_009457
NC_004736	NC_009456
NC_004736	NC_002505
NC_004736	NC_002506
NC_004740	NC_007793
NC_004740	NC_009487
NC_004740	NC_009782
NC_004740	NC_013450
NC_004740	NC_017343
NC_004740	NC_017342
NC_004740	NC_017347
NC_004740	NC_017351
NC_004740	NC_017763
NC_004740	NC_017333
NC_004740	NC_017349
NC_004740	NC_020529
NC_004740	NC_020532
NC_004740	NC_020533
NC_004740	NC_020536
NC_004740	NC_020537
NC_004740	NC_020564
NC_004740	NC_020566
NC_004740	NC_020568
NC_004740	NC_021059
NC_004740	NC_009632
NC_004740	NC_009641
NC_004740	NC_016912
NC_004740	NC_016928
NC_004740	NC_021554
NC_004740	NC_022113
NC_004740	NC_003923
NC_004740	NC_002745
NC_004740	NC_002758
NC_004740	NC_010079
NC_004740	NC_017341
NC_004740	NC_017673
NC_004740	NC_017331
NC_004740	NC_017338
NC_004740	NC_016941
NC_004740	NC_017337
NC_004740	NC_018608
NC_004740	NC_021670
NC_004740	NC_017340
NC_004740	NC_022222
NC_004740	NC_022226
NC_004740	NC_022442
NC_004740	NC_022443
NC_004740	NC_022604
NC_004740	NC_007795
NC_004740	NC_002952
NC_004740	NC_002953
NC_004740	NC_002951
NC_004740	NC_007622
NC_004745	NC_008150
NC_004745	NC_008149
NC_004745	NC_009381
NC_004745	NC_010159
NC_004745	NC_014029
NC_004745	NC_017154
NC_004745	NC_017160
NC_004745	NC_017168
NC_004745	NC_005810
NC_004745	NC_017265
NC_004745	NC_004088
NC_004745	NC_003143
NC_004746	NC_009004
NC_004746	NC_013656
NC_004746	NC_017486
NC_004746	NC_017492
NC_004746	NC_017949
NC_004746	NC_019435
NC_004746	NC_008527
NC_004746	NC_020450
NC_004746	NC_022369
NC_004746	NC_022593
NC_004746	NC_002662
NC_004775	NC_010067
NC_004775	NC_010102
NC_004775	NC_011080
NC_004775	NC_011083
NC_004775	NC_011094
NC_004775	NC_011149
NC_004775	NC_011147
NC_004775	NC_011205
NC_004775	NC_011274
NC_004775	NC_011294
NC_004775	NC_012125
NC_004775	NC_016856
NC_004775	NC_016810
NC_004775	NC_016831
NC_004775	NC_016860
NC_004775	NC_016863
NC_004775	NC_016857
NC_004775	NC_017046
NC_004775	NC_017623
NC_004775	NC_020307
NC_004775	NC_021151
NC_004775	NC_021176
NC_004775	NC_021902
NC_004775	NC_021984
NC_004775	NC_006511
NC_004775	NC_016832
NC_004775	NC_022569
NC_004775	NC_021810
NC_004775	NC_021820
NC_004775	NC_021844
NC_004775	NC_021812
NC_004775	NC_021814
NC_004775	NC_021818
NC_004775	NC_022544
NC_004775	NC_022525
NC_004775	NC_022991
NC_004775	NC_022221
NC_004775	NC_003197
NC_004775	NC_003198
NC_004775	NC_004631
NC_004775	NC_006905
NC_004777	NC_008150
NC_004777	NC_008149
NC_004777	NC_009381
NC_004777	NC_010159
NC_004777	NC_014029
NC_004777	NC_017154
NC_004777	NC_017160
NC_004777	NC_017168
NC_004777	NC_005810
NC_004777	NC_017265
NC_004777	NC_004088
NC_004777	NC_003143
NC_004813	NC_007946
NC_004813	NC_008563
NC_004813	NC_009801
NC_004813	NC_010468
NC_004813	NC_010498
NC_004813	NC_011993
NC_004813	NC_012947
NC_004813	NC_017625
NC_004813	NC_017632
NC_004813	NC_017641
NC_004813	NC_017644
NC_004813	NC_017646
NC_004813	NC_016902
NC_004813	NC_017626
NC_004813	NC_017638
NC_004813	NC_017656
NC_004813	NC_009800
NC_004813	NC_010473
NC_004813	NC_017633
NC_004813	NC_007779
NC_004813	NC_011415
NC_004813	NC_011741
NC_004813	NC_011742
NC_004813	NC_011745
NC_004813	NC_011748
NC_004813	NC_012759
NC_004813	NC_012967
NC_004813	NC_013008
NC_004813	NC_013353
NC_004813	NC_013361
NC_004813	NC_013364
NC_004813	NC_017660
NC_004813	NC_017635
NC_004813	NC_017664
NC_004813	NC_017631
NC_004813	NC_012892
NC_004813	NC_012971
NC_004813	NC_013654
NC_004813	NC_020518
NC_004813	NC_013941
NC_004813	NC_017628
NC_004813	NC_017651
NC_004813	NC_017652
NC_004813	NC_017663
NC_004813	NC_017906
NC_004813	NC_018661
NC_004813	NC_018650
NC_004813	NC_020163
NC_004813	NC_022364
NC_004813	NC_022370
NC_004813	NC_022648
NC_004813	NC_000913
NC_004813	NC_011751
NC_004813	NC_011750
NC_004813	NC_017634
NC_004813	NC_018658
NC_004813	NC_002655
NC_004813	NC_002695
NC_004813	NC_004431
NC_004813	NC_008253
NC_004813	NC_011353
NC_004813	NC_011601
NC_004820	NC_011658
NC_004820	NC_011725
NC_004820	NC_011772
NC_004820	NC_011773
NC_004820	NC_011969
NC_004820	NC_012472
NC_004820	NC_014335
NC_004820	NC_018491
NC_004820	NC_016771
NC_004820	NC_016779
NC_004820	NC_004722
NC_004820	NC_003909
NC_004820	NC_006274
NC_004821	NC_011658
NC_004821	NC_011725
NC_004821	NC_011772
NC_004821	NC_011773
NC_004821	NC_011969
NC_004821	NC_012472
NC_004821	NC_014335
NC_004821	NC_018491
NC_004821	NC_016771
NC_004821	NC_016779
NC_004821	NC_004722
NC_004821	NC_003909
NC_004821	NC_006274
NC_004827	NC_016513
NC_004827	NC_017846
NC_004827	NC_013416
NC_004831	NC_010067
NC_004831	NC_010102
NC_004831	NC_011080
NC_004831	NC_011083
NC_004831	NC_011094
NC_004831	NC_011149
NC_004831	NC_011147
NC_004831	NC_011205
NC_004831	NC_011274
NC_004831	NC_011294
NC_004831	NC_012125
NC_004831	NC_016856
NC_004831	NC_016810
NC_004831	NC_016831
NC_004831	NC_016860
NC_004831	NC_016863
NC_004831	NC_016857
NC_004831	NC_017046
NC_004831	NC_017623
NC_004831	NC_020307
NC_004831	NC_021151
NC_004831	NC_021176
NC_004831	NC_021902
NC_004831	NC_021984
NC_004831	NC_006511
NC_004831	NC_016832
NC_004831	NC_022569
NC_004831	NC_021810
NC_004831	NC_021820
NC_004831	NC_021844
NC_004831	NC_021812
NC_004831	NC_021814
NC_004831	NC_021818
NC_004831	NC_022544
NC_004831	NC_022525
NC_004831	NC_022991
NC_004831	NC_022221
NC_004831	NC_003197
NC_004831	NC_003198
NC_004831	NC_004631
NC_004831	NC_006905
NC_004902	NC_007705
NC_004902	NC_010717
NC_004902	NC_017267
NC_004902	NC_006834
NC_004913	NC_007946
NC_004913	NC_008563
NC_004913	NC_009801
NC_004913	NC_010468
NC_004913	NC_010498
NC_004913	NC_011993
NC_004913	NC_012947
NC_004913	NC_017625
NC_004913	NC_017632
NC_004913	NC_017641
NC_004913	NC_017644
NC_004913	NC_017646
NC_004913	NC_016902
NC_004913	NC_017626
NC_004913	NC_017638
NC_004913	NC_017656
NC_004913	NC_009800
NC_004913	NC_010473
NC_004913	NC_017633
NC_004913	NC_007779
NC_004913	NC_011415
NC_004913	NC_011741
NC_004913	NC_011742
NC_004913	NC_011745
NC_004913	NC_011748
NC_004913	NC_012759
NC_004913	NC_012967
NC_004913	NC_013008
NC_004913	NC_013353
NC_004913	NC_013361
NC_004913	NC_013364
NC_004913	NC_017660
NC_004913	NC_017635
NC_004913	NC_017664
NC_004913	NC_017631
NC_004913	NC_012892
NC_004913	NC_012971
NC_004913	NC_013654
NC_004913	NC_020518
NC_004913	NC_013941
NC_004913	NC_017628
NC_004913	NC_017651
NC_004913	NC_017652
NC_004913	NC_017663
NC_004913	NC_017906
NC_004913	NC_018661
NC_004913	NC_018650
NC_004913	NC_020163
NC_004913	NC_022364
NC_004913	NC_022370
NC_004913	NC_022648
NC_004913	NC_000913
NC_004913	NC_011751
NC_004913	NC_011750
NC_004913	NC_017634
NC_004913	NC_018658
NC_004913	NC_002655
NC_004913	NC_002695
NC_004913	NC_004431
NC_004913	NC_008253
NC_004913	NC_011353
NC_004913	NC_011601
NC_004914	NC_007946
NC_004914	NC_008563
NC_004914	NC_009801
NC_004914	NC_010468
NC_004914	NC_010498
NC_004914	NC_011993
NC_004914	NC_012947
NC_004914	NC_017625
NC_004914	NC_017632
NC_004914	NC_017641
NC_004914	NC_017644
NC_004914	NC_017646
NC_004914	NC_016902
NC_004914	NC_017626
NC_004914	NC_017638
NC_004914	NC_017656
NC_004914	NC_009800
NC_004914	NC_010473
NC_004914	NC_017633
NC_004914	NC_007779
NC_004914	NC_011415
NC_004914	NC_011741
NC_004914	NC_011742
NC_004914	NC_011745
NC_004914	NC_011748
NC_004914	NC_012759
NC_004914	NC_012967
NC_004914	NC_013008
NC_004914	NC_013353
NC_004914	NC_013361
NC_004914	NC_013364
NC_004914	NC_017660
NC_004914	NC_017635
NC_004914	NC_017664
NC_004914	NC_017631
NC_004914	NC_012892
NC_004914	NC_012971
NC_004914	NC_013654
NC_004914	NC_020518
NC_004914	NC_013941
NC_004914	NC_017628
NC_004914	NC_017651
NC_004914	NC_017652
NC_004914	NC_017663
NC_004914	NC_017906
NC_004914	NC_018661
NC_004914	NC_018650
NC_004914	NC_020163
NC_004914	NC_022364
NC_004914	NC_022370
NC_004914	NC_022648
NC_004914	NC_000913
NC_004914	NC_011751
NC_004914	NC_011750
NC_004914	NC_017634
NC_004914	NC_018658
NC_004914	NC_002655
NC_004914	NC_002695
NC_004914	NC_004431
NC_004914	NC_008253
NC_004914	NC_011353
NC_004914	NC_011601
NC_004928	NC_007946
NC_004928	NC_008563
NC_004928	NC_009801
NC_004928	NC_010468
NC_004928	NC_010498
NC_004928	NC_011993
NC_004928	NC_012947
NC_004928	NC_017625
NC_004928	NC_017632
NC_004928	NC_017641
NC_004928	NC_017644
NC_004928	NC_017646
NC_004928	NC_016902
NC_004928	NC_017626
NC_004928	NC_017638
NC_004928	NC_017656
NC_004928	NC_009800
NC_004928	NC_010473
NC_004928	NC_017633
NC_004928	NC_007779
NC_004928	NC_011415
NC_004928	NC_011741
NC_004928	NC_011742
NC_004928	NC_011745
NC_004928	NC_011748
NC_004928	NC_012759
NC_004928	NC_012967
NC_004928	NC_013008
NC_004928	NC_013353
NC_004928	NC_013361
NC_004928	NC_013364
NC_004928	NC_017660
NC_004928	NC_017635
NC_004928	NC_017664
NC_004928	NC_017631
NC_004928	NC_012892
NC_004928	NC_012971
NC_004928	NC_013654
NC_004928	NC_020518
NC_004928	NC_013941
NC_004928	NC_017628
NC_004928	NC_017651
NC_004928	NC_017652
NC_004928	NC_017663
NC_004928	NC_017906
NC_004928	NC_018661
NC_004928	NC_018650
NC_004928	NC_020163
NC_004928	NC_022364
NC_004928	NC_022370
NC_004928	NC_022648
NC_004928	NC_000913
NC_004928	NC_011751
NC_004928	NC_011750
NC_004928	NC_017634
NC_004928	NC_018658
NC_004928	NC_002655
NC_004928	NC_002695
NC_004928	NC_004431
NC_004928	NC_008253
NC_004928	NC_011353
NC_004928	NC_011601
NC_004996	NC_013853
NC_005045	NC_008463
NC_005045	NC_009656
NC_005045	NC_011770
NC_005045	NC_017548
NC_005045	NC_020912
NC_005045	NC_021577
NC_005045	NC_017549
NC_005045	NC_018080
NC_005045	NC_022806
NC_005045	NC_022808
NC_005045	NC_023019
NC_005045	NC_023066
NC_005045	NC_023149
NC_005045	NC_002516
NC_005066	NC_007946
NC_005066	NC_008563
NC_005066	NC_009801
NC_005066	NC_010468
NC_005066	NC_010498
NC_005066	NC_011993
NC_005066	NC_012947
NC_005066	NC_017625
NC_005066	NC_017632
NC_005066	NC_017641
NC_005066	NC_017644
NC_005066	NC_017646
NC_005066	NC_016902
NC_005066	NC_017626
NC_005066	NC_017638
NC_005066	NC_017656
NC_005066	NC_009800
NC_005066	NC_010473
NC_005066	NC_017633
NC_005066	NC_007779
NC_005066	NC_011415
NC_005066	NC_011741
NC_005066	NC_011742
NC_005066	NC_011745
NC_005066	NC_011748
NC_005066	NC_012759
NC_005066	NC_012967
NC_005066	NC_013008
NC_005066	NC_013353
NC_005066	NC_013361
NC_005066	NC_013364
NC_005066	NC_017660
NC_005066	NC_017635
NC_005066	NC_017664
NC_005066	NC_017631
NC_005066	NC_012892
NC_005066	NC_012971
NC_005066	NC_013654
NC_005066	NC_020518
NC_005066	NC_013941
NC_005066	NC_017628
NC_005066	NC_017651
NC_005066	NC_017652
NC_005066	NC_017663
NC_005066	NC_017906
NC_005066	NC_018661
NC_005066	NC_018650
NC_005066	NC_020163
NC_005066	NC_022364
NC_005066	NC_022370
NC_005066	NC_022648
NC_005066	NC_000913
NC_005066	NC_011751
NC_005066	NC_011750
NC_005066	NC_017634
NC_005066	NC_018658
NC_005066	NC_002655
NC_005066	NC_002695
NC_005066	NC_004431
NC_005066	NC_008253
NC_005066	NC_011353
NC_005066	NC_011601
NC_005069	NC_015224
NC_005069	NC_017564
NC_005069	NC_008800
NC_005083	NC_019955
NC_005083	NC_019971
NC_005083	NC_004603
NC_005083	NC_021822
NC_005083	NC_021847
NC_005083	NC_021821
NC_005083	NC_021848
NC_005083	NC_004605
NC_005091	NC_018513
NC_005091	NC_018514
NC_005131	NC_012856
NC_005131	NC_012857
NC_005131	NC_010678
NC_005131	NC_010682
NC_005131	NC_022513
NC_005131	NC_022514
NC_005131	NC_022515
NC_005135	NC_009348
NC_005178	NC_008463
NC_005178	NC_009656
NC_005178	NC_011770
NC_005178	NC_017548
NC_005178	NC_020912
NC_005178	NC_021577
NC_005178	NC_017549
NC_005178	NC_018080
NC_005178	NC_022806
NC_005178	NC_022808
NC_005178	NC_023019
NC_005178	NC_023066
NC_005178	NC_023149
NC_005178	NC_002516
NC_005258	NC_008600
NC_005258	NC_014171
NC_005258	NC_017200
NC_005258	NC_017208
NC_005258	NC_018693
NC_005258	NC_018877
NC_005258	NC_018508
NC_005258	NC_020238
NC_005258	NC_020376
NC_005258	NC_018500
NC_005258	NC_022873
NC_005258	NC_005957
NC_005260	NC_021290
NC_005260	NC_008570
NC_005262	NC_018513
NC_005262	NC_018514
NC_005263	NC_008060
NC_005263	NC_008061
NC_005263	NC_008062
NC_005263	NC_008544
NC_005263	NC_008542
NC_005263	NC_008543
NC_005263	NC_010508
NC_005263	NC_010512
NC_005263	NC_010515
NC_005263	NC_011002
NC_005263	NC_011000
NC_005263	NC_011001
NC_005284	NC_009074
NC_005284	NC_009075
NC_005284	NC_009076
NC_005284	NC_009078
NC_005284	NC_012695
NC_005284	NC_017831
NC_005284	NC_017832
NC_005284	NC_018527
NC_005284	NC_018529
NC_005284	NC_022658
NC_005284	NC_022659
NC_005284	NC_021877
NC_005284	NC_021884
NC_005284	NC_006351
NC_005284	NC_006350
NC_005284	NC_007434
NC_005284	NC_007435
NC_005294	NC_008533
NC_005294	NC_010380
NC_005294	NC_010582
NC_005294	NC_011072
NC_005294	NC_011900
NC_005294	NC_012466
NC_005294	NC_012467
NC_005294	NC_012468
NC_005294	NC_012469
NC_005294	NC_014251
NC_005294	NC_017591
NC_005294	NC_017592
NC_005294	NC_017593
NC_005294	NC_018630
NC_005294	NC_017769
NC_005294	NC_014494
NC_005294	NC_014498
NC_005294	NC_018594
NC_005294	NC_003028
NC_005294	NC_003098
NC_005342	NC_018513
NC_005342	NC_018514
NC_005344	NC_008258
NC_005344	NC_017328
NC_005344	NC_004741
NC_005344	NC_004337
NC_005345	NC_018750
NC_005354	NC_013504
NC_005354	NC_017477
NC_005354	NC_005362
NC_005354	NC_022909
NC_005355	NC_013504
NC_005355	NC_017477
NC_005355	NC_005362
NC_005355	NC_022909
NC_005356	NC_007793
NC_005356	NC_009487
NC_005356	NC_009782
NC_005356	NC_013450
NC_005356	NC_017343
NC_005356	NC_017342
NC_005356	NC_017347
NC_005356	NC_017351
NC_005356	NC_017763
NC_005356	NC_017333
NC_005356	NC_017349
NC_005356	NC_020529
NC_005356	NC_020532
NC_005356	NC_020533
NC_005356	NC_020536
NC_005356	NC_020537
NC_005356	NC_020564
NC_005356	NC_020566
NC_005356	NC_020568
NC_005356	NC_021059
NC_005356	NC_009632
NC_005356	NC_009641
NC_005356	NC_016912
NC_005356	NC_016928
NC_005356	NC_021554
NC_005356	NC_022113
NC_005356	NC_003923
NC_005356	NC_002745
NC_005356	NC_002758
NC_005356	NC_010079
NC_005356	NC_017341
NC_005356	NC_017673
NC_005356	NC_017331
NC_005356	NC_017338
NC_005356	NC_016941
NC_005356	NC_017337
NC_005356	NC_018608
NC_005356	NC_021670
NC_005356	NC_017340
NC_005356	NC_022222
NC_005356	NC_022226
NC_005356	NC_022442
NC_005356	NC_022443
NC_005356	NC_022604
NC_005356	NC_007795
NC_005356	NC_002952
NC_005356	NC_002953
NC_005356	NC_002951
NC_005356	NC_007622
NC_005357	NC_019382
NC_005357	NC_018829
NC_005357	NC_002927
NC_005808	NC_019382
NC_005808	NC_018829
NC_005808	NC_002927
NC_005809	NC_019382
NC_005809	NC_018829
NC_005809	NC_002927
NC_005822	NC_009004
NC_005822	NC_013656
NC_005822	NC_017486
NC_005822	NC_017492
NC_005822	NC_017949
NC_005822	NC_019435
NC_005822	NC_008527
NC_005822	NC_020450
NC_005822	NC_022369
NC_005822	NC_022593
NC_005822	NC_002662
NC_005833	NC_007946
NC_005833	NC_008563
NC_005833	NC_009801
NC_005833	NC_010468
NC_005833	NC_010498
NC_005833	NC_011993
NC_005833	NC_012947
NC_005833	NC_017625
NC_005833	NC_017632
NC_005833	NC_017641
NC_005833	NC_017644
NC_005833	NC_017646
NC_005833	NC_016902
NC_005833	NC_017626
NC_005833	NC_017638
NC_005833	NC_017656
NC_005833	NC_009800
NC_005833	NC_010473
NC_005833	NC_017633
NC_005833	NC_007779
NC_005833	NC_011415
NC_005833	NC_011741
NC_005833	NC_011742
NC_005833	NC_011745
NC_005833	NC_011748
NC_005833	NC_012759
NC_005833	NC_012967
NC_005833	NC_013008
NC_005833	NC_013353
NC_005833	NC_013361
NC_005833	NC_013364
NC_005833	NC_017660
NC_005833	NC_017635
NC_005833	NC_017664
NC_005833	NC_017631
NC_005833	NC_012892
NC_005833	NC_012971
NC_005833	NC_013654
NC_005833	NC_020518
NC_005833	NC_013941
NC_005833	NC_017628
NC_005833	NC_017651
NC_005833	NC_017652
NC_005833	NC_017663
NC_005833	NC_017906
NC_005833	NC_018661
NC_005833	NC_018650
NC_005833	NC_020163
NC_005833	NC_022364
NC_005833	NC_022370
NC_005833	NC_022648
NC_005833	NC_000913
NC_005833	NC_011751
NC_005833	NC_011750
NC_005833	NC_017634
NC_005833	NC_018658
NC_005833	NC_002655
NC_005833	NC_002695
NC_005833	NC_004431
NC_005833	NC_008253
NC_005833	NC_011353
NC_005833	NC_011601
NC_005841	NC_010067
NC_005841	NC_010102
NC_005841	NC_011080
NC_005841	NC_011083
NC_005841	NC_011094
NC_005841	NC_011149
NC_005841	NC_011147
NC_005841	NC_011205
NC_005841	NC_011274
NC_005841	NC_011294
NC_005841	NC_012125
NC_005841	NC_016856
NC_005841	NC_016810
NC_005841	NC_016831
NC_005841	NC_016860
NC_005841	NC_016863
NC_005841	NC_016857
NC_005841	NC_017046
NC_005841	NC_017623
NC_005841	NC_020307
NC_005841	NC_021151
NC_005841	NC_021176
NC_005841	NC_021902
NC_005841	NC_021984
NC_005841	NC_006511
NC_005841	NC_016832
NC_005841	NC_022569
NC_005841	NC_021810
NC_005841	NC_021820
NC_005841	NC_021844
NC_005841	NC_021812
NC_005841	NC_021814
NC_005841	NC_021818
NC_005841	NC_022544
NC_005841	NC_022525
NC_005841	NC_022991
NC_005841	NC_022221
NC_005841	NC_003197
NC_005841	NC_003198
NC_005841	NC_004631
NC_005841	NC_006905
NC_005856	NC_007946
NC_005856	NC_008563
NC_005856	NC_009801
NC_005856	NC_010468
NC_005856	NC_010498
NC_005856	NC_011993
NC_005856	NC_012947
NC_005856	NC_017625
NC_005856	NC_017632
NC_005856	NC_017641
NC_005856	NC_017644
NC_005856	NC_017646
NC_005856	NC_016902
NC_005856	NC_017626
NC_005856	NC_017638
NC_005856	NC_017656
NC_005856	NC_009800
NC_005856	NC_010473
NC_005856	NC_017633
NC_005856	NC_007779
NC_005856	NC_011415
NC_005856	NC_011741
NC_005856	NC_011742
NC_005856	NC_011745
NC_005856	NC_011748
NC_005856	NC_012759
NC_005856	NC_012967
NC_005856	NC_013008
NC_005856	NC_013353
NC_005856	NC_013361
NC_005856	NC_013364
NC_005856	NC_017660
NC_005856	NC_017635
NC_005856	NC_017664
NC_005856	NC_017631
NC_005856	NC_012892
NC_005856	NC_012971
NC_005856	NC_013654
NC_005856	NC_020518
NC_005856	NC_013941
NC_005856	NC_017628
NC_005856	NC_017651
NC_005856	NC_017652
NC_005856	NC_017663
NC_005856	NC_017906
NC_005856	NC_018661
NC_005856	NC_018650
NC_005856	NC_020163
NC_005856	NC_022364
NC_005856	NC_022370
NC_005856	NC_022648
NC_005856	NC_000913
NC_005856	NC_011751
NC_005856	NC_011750
NC_005856	NC_017634
NC_005856	NC_018658
NC_005856	NC_002655
NC_005856	NC_002695
NC_005856	NC_004431
NC_005856	NC_008253
NC_005856	NC_011353
NC_005856	NC_011601
NC_005857	NC_018106
NC_005857	NC_016612
NC_005859	NC_007946
NC_005859	NC_008563
NC_005859	NC_009801
NC_005859	NC_010468
NC_005859	NC_010498
NC_005859	NC_011993
NC_005859	NC_012947
NC_005859	NC_017625
NC_005859	NC_017632
NC_005859	NC_017641
NC_005859	NC_017644
NC_005859	NC_017646
NC_005859	NC_016902
NC_005859	NC_017626
NC_005859	NC_017638
NC_005859	NC_017656
NC_005859	NC_009800
NC_005859	NC_010473
NC_005859	NC_017633
NC_005859	NC_007779
NC_005859	NC_011415
NC_005859	NC_011741
NC_005859	NC_011742
NC_005859	NC_011745
NC_005859	NC_011748
NC_005859	NC_012759
NC_005859	NC_012967
